"ID","Item Name","Name","Population","Timepoint","Abs. Time","Rel. Time (s)","Type","Centroid X (�m)","Centroid Y (�m)","Longest Axis (�m)","Volume (�m3)","Min (1)","Max (1)","Mean (1)","Sum (1)","Standard Deviation (1)","Min (2)","Max (2)","Mean (2)","Sum (2)","Standard Deviation (2)","Min (3)","Max (3)","Mean (3)","Sum (3)","Standard Deviation (3)","Min (4)","Max (4)","Mean (4)","Sum (4)","Standard Deviation (4)","Centroid Z (�m)","Surface Area (�m2)","Number of contained Population 2","Compartment ROIs ID"
"1165","T2_image4","ROIs 4","ROIs","1","00:00:00.000","0","Object","N/A","N/A","N/A","2394.26","0","139","8","16002671","10.59","0","228","4.55","9100648","11.22","0","87","1.58","3163650","3.91","0","158","16.06","32139195","26","N/A","N/A","97","N/A"
"4183","T2_image4","Population 2 106","Population 2","1","00:00:00.000","0","Object","49.01","6.13","0.996","0.323","51","139","69.54","18776","17.02","8","173","78.72","21255","35.2","3","80","28.35","7655","17.76","16","116","76.27","20593","20.64","0.749","5.19","N/A","1165"
"4185","T2_image4","Population 2 107","Population 2","1","00:00:00.000","0","Object","39.69","6.52","0.414","0.0108","51","71","57.33","516","6.36","0","4","1.56","14","1.26","2","10","4.56","41","2.75","72","99","85.56","770","8.11","0.405","0.394","N/A","1165"
"4187","T2_image4","Population 2 108","Population 2","1","00:00:00.000","0","Object","48.39","8.98","0.565","0.0383","51","62","56.03","1793","3.43","0","11","5.72","183","2.82","3","26","12.41","397","5.1","82","143","111.47","3567","13.11","0.797","1.22","N/A","1165"
"4189","T2_image4","Population 2 109","Population 2","1","00:00:00.000","0","Object","39.61","10.73","0.953","0.146","51","123","66.61","8126","13.01","34","177","103.74","12656","35.83","6","43","22.75","2775","8.28","29","111","70.48","8598","17.8","0.703","2.56","N/A","1165"
"4191","T2_image4","Population 2 110","Population 2","1","00:00:00.000","0","Object","50.77","10.73","0.861","0.217","51","107","66.56","12047","12.69","20","215","118.51","21451","52.12","2","56","21.69","3925","11.37","10","93","49.63","8983","20.02","0.744","3.63","N/A","1165"
"4193","T2_image4","Population 2 111","Population 2","1","00:00:00.000","0","Object","45.66","11.33","0.761","0.115","51","93","61.9","5942","8.72","21","106","63.82","6127","20.03","3","50","20.45","1963","10.47","24","116","68.08","6536","17.81","0.428","2.26","N/A","1165"
"4195","T2_image4","Population 2 112","Population 2","1","00:00:00.000","0","Object","40.73","12.97","0.689","0.11","51","94","61.89","5694","9.66","9","129","76.35","7024","31.77","4","47","22.79","2097","9.17","19","109","66.42","6111","23.46","0.522","2.36","N/A","1165"
"4197","T2_image4","Population 2 113","Population 2","1","00:00:00.000","0","Object","42.81","13.81","1.16","0.269","51","94","60.89","13701","8.89","7","203","108.6","24435","46.31","3","70","19.88","4472","10.66","34","129","91.19","20517","16.64","0.608","5.72","N/A","1165"
"4199","T2_image4","Population 2 114","Population 2","1","00:00:00.000","0","Object","47.72","17.54","0.941","0.267","51","106","64.62","14411","11.81","3","167","70.36","15691","37.79","0","56","23.18","5169","13.05","9","108","67.1","14963","19.63","0.604","5.29","N/A","1165"
"4201","T2_image4","Population 2 115","Population 2","1","00:00:00.000","0","Object","46.16","18.6","0.425","0.0203","51","71","58.76","999","6.25","4","26","12.59","214","6.48","1","16","6.24","106","3.69","58","121","99.12","1685","14.84","0.565","0.567","N/A","1165"
"4213","T2_image4","Population 2 121","Population 2","1","00:00:00.000","0","Object","40.29","4.01","0.794","0.199","51","96","62.4","10359","9.39","21","189","114.17","18952","40.27","0","58","23.39","3882","13.79","37","131","88.51","14693","18.08","0.836","3.25","N/A","1165"
"4215","T2_image4","Population 2 122","Population 2","1","00:00:00.000","0","Object","48.25","5.64","0.217","0.0156","51","70","57.85","752","5.07","0","5","1.92","25","1.33","6","28","15.15","197","6.19","84","114","95.92","1247","9.86","0.738","0.514","N/A","1165"
"4217","T2_image4","Population 2 123","Population 2","1","00:00:00.000","0","Object","48.06","6.09","0.217","0.012","51","60","54.3","543","2.57","0","13","7.8","78","4.12","12","43","32.9","329","9.3","91","120","101.8","1018","9.1","0.662","0.377","N/A","1165"
"4219","T2_image4","Population 2 124","Population 2","1","00:00:00.000","0","Object","42.39","6.92","0.49","0.0395","51","75","57.33","1892","5.79","0","7","3.18","105","1.98","2","13","6.73","222","3.17","72","135","106.06","3500","12.95","1.3","1.39","N/A","1165"
"4221","T2_image4","Population 2 125","Population 2","1","00:00:00.000","0","Object","45.06","7.2","0.307","0.0191","51","68","57","912","5.6","0","9","4.75","76","2.49","8","25","17.31","277","5.75","59","117","88.75","1420","13.65","0.972","0.559","N/A","1165"
"4223","T2_image4","Population 2 126","Population 2","1","00:00:00.000","0","Object","44.94","8.11","0.357","0.0108","55","66","60.11","541","3.73","9","22","12.56","113","4.03","3","17","9.11","82","4.51","81","129","99.11","892","12.93","0.846","0.368","N/A","1165"
"4225","T2_image4","Population 2 127","Population 2","1","00:00:00.000","0","Object","49.44","7.97","1.54","0.452","51","99","63.67","24069","10.96","1","181","40.71","15387","45.15","3","82","34.26","12949","16.85","32","130","86.17","32572","15.84","1.07","9.38","N/A","1165"
"4227","T2_image4","Population 2 128","Population 2","1","00:00:00.000","0","Object","47.01","11.44","0.977","0.219","51","95","63.22","11569","9.79","4","200","114.61","20974","47.05","5","60","29.33","5368","13.42","9","120","59.56","10900","24.83","0.825","4.18","N/A","1165"
"4229","T2_image4","Population 2 129","Population 2","1","00:00:00.000","0","Object","53.44","11.12","1.54","0.282","51","101","63.84","15066","10.97","0","160","63.84","15066","44.64","1","63","24.72","5835","12.17","12","109","60.75","14338","22.17","1.09","5.43","N/A","1165"
"4231","T2_image4","Population 2 130","Population 2","1","00:00:00.000","0","Object","50.49","12.5","0.351","0.0191","51","70","57.62","922","4.73","1","12","6.31","101","2.87","13","27","18.25","292","3.67","85","127","111.88","1790","10.44","0.952","0.532","N/A","1165"
"4233","T2_image4","Population 2 131","Population 2","1","00:00:00.000","0","Object","43.08","12.65","0.517","0.061","51","86","59.92","3056","8.32","34","155","86.57","4415","28.7","4","31","17.67","901","6.02","16","81","47.98","2447","14.88","0.831","1.41","N/A","1165"
"4235","T2_image4","Population 2 132","Population 2","1","00:00:00.000","0","Object","38.02","12.61","0.73","0.107","51","99","64.54","5744","11.96","36","176","103.84","9242","32.47","3","52","22.94","2042","11.53","41","121","79.29","7057","18.1","0.792","2.16","N/A","1165"
"4237","T2_image4","Population 2 133","Population 2","1","00:00:00.000","0","Object","49.99","12.95","0.875","0.203","51","87","60.98","10367","8.1","3","168","80.76","13730","41.82","0","38","14.48","2462","8.17","16","137","80.48","13681","23.35","0.917","3.91","N/A","1165"
"4239","T2_image4","Population 2 134","Population 2","1","00:00:00.000","0","Object","39.96","13.36","0.818","0.224","51","106","65.35","12220","12.09","7","132","64.45","12052","28.51","1","46","16.07","3005","10.31","17","108","69.04","12911","21.44","1.05","3.44","N/A","1165"
"4241","T2_image4","Population 2 135","Population 2","1","00:00:00.000","0","Object","49.6","15.25","0.19","0.012","51","73","54.6","546","6.31","15","55","33.1","331","10.94","2","11","7.6","76","2.69","33","89","56.2","562","16.26","0.993","0.366","N/A","1165"
"4243","T2_image4","Population 2 136","Population 2","1","00:00:00.000","0","Object","40.19","15.04","1.39","0.464","51","126","65.53","25426","11.96","9","224","108.96","42276","52.84","0","68","23.44","9096","12.93","15","100","60.37","23423","18.1","0.861","8.2","N/A","1165"
"4245","T2_image4","Population 2 137","Population 2","1","00:00:00.000","0","Object","51.93","16.1","0.19","0.0108","51","69","57.56","518","5.74","0","7","3.33","30","2.26","6","27","13.78","124","6.05","79","98","89.89","809","5.65","0.662","0.264","N/A","1165"
"4247","T2_image4","Population 2 138","Population 2","1","00:00:00.000","0","Object","38.05","16.79","1.1","0.422","51","109","66.32","23412","12.41","3","191","102.96","36345","40.34","0","56","16.22","5726","10.76","18","108","64.14","22643","17.34","0.96","6.61","N/A","1165"
"4249","T2_image4","Population 2 139","Population 2","1","00:00:00.000","0","Object","47.71","16.77","0.377","0.0108","51","63","57","513","3.37","4","14","8","72","3.02","19","44","28.78","259","8","57","97","75.56","680","13.17","0.772","0.388","N/A","1165"
"4251","T2_image4","Population 2 140","Population 2","1","00:00:00.000","0","Object","56.39","17.35","0.382","0.0108","52","59","55.11","496","2.23","100","167","133.22","1199","21.66","8","23","13.56","122","5.46","50","70","61","549","6.78","0.772","0.324","N/A","1165"
"4253","T2_image4","Population 2 141","Population 2","1","00:00:00.000","0","Object","36.07","17.8","0.761","0.158","51","136","74.53","9838","17.71","41","155","110.64","14605","23.05","4","78","34.04","4493","18.21","9","87","47.42","6259","18.39","1.14","2.4","N/A","1165"
"4255","T2_image4","Population 2 142","Population 2","1","00:00:00.000","0","Object","42","17.92","0.496","0.0299","51","70","57.64","1441","5.48","43","136","97.76","2444","23.41","9","30","21.52","538","5.4","25","87","58.76","1469","17.5","0.755","0.907","N/A","1165"
"4257","T2_image4","Population 2 143","Population 2","1","00:00:00.000","0","Object","45.61","17.81","0.241","0.0108","51","57","53.89","485","2.02","3","8","5.33","48","1.89","13","27","20.89","188","4.33","76","112","94.44","850","11.54","0.956","0.329","N/A","1165"
"4259","T2_image4","Population 2 144","Population 2","1","00:00:00.000","0","Object","44.65","18.64","0.796","0.195","51","99","64.2","10464","11.13","33","195","131.69","21466","35.07","3","54","23.33","3802","10.59","15","94","54.82","8935","14.91","1.08","3.11","N/A","1165"
"4261","T2_image4","Population 2 145","Population 2","1","00:00:00.000","0","Object","56.85","19.17","0.396","0.012","51","61","53.5","535","2.91","1","5","2.4","24","1.36","0","11","5.6","56","3.67","81","119","95.8","958","10.25","0.828","0.411","N/A","1165"
"4263","T2_image4","Population 2 146","Population 2","1","00:00:00.000","0","Object","48.66","19.92","0.255","0.0132","51","66","58.45","643","4.77","14","52","28.45","313","13.05","1","21","11","121","6.19","44","94","59.45","654","13.45","0.933","0.381","N/A","1165"
"4265","T2_image4","Population 2 147","Population 2","1","00:00:00.000","0","Object","48.96","21.48","0.496","0.0491","51","70","57.61","2362","4.74","1","12","4.2","172","2.31","1","17","8.85","363","4.33","65","124","90.73","3720","15.31","0.848","1.38","N/A","1165"
"4267","T2_image4","Population 2 148","Population 2","1","00:00:00.000","0","Object","45.99","21.35","0.803","0.146","51","106","66.02","8054","12.43","33","182","116.88","14259","32.51","1","49","23.49","2866","10.12","22","110","65.2","7954","17.87","0.917","2.38","N/A","1165"
"4269","T2_image4","Population 2 149","Population 2","1","00:00:00.000","0","Object","47.95","22.11","0.38","0.0168","51","63","57.14","800","4.12","18","150","91.71","1284","35.59","9","23","15.36","215","3.79","63","99","83.57","1170","10.89","0.662","0.495","N/A","1165"
"4315","T2_image4","Population 2 172","Population 2","1","00:00:00.000","0","Object","51.27","5.79","0.686","0.0933","51","94","64.6","5039","11.07","34","164","116.4","9079","32.76","5","49","23.44","1828","10.63","28","105","55.63","4339","14.13","1.43","1.56","N/A","1165"
"4317","T2_image4","Population 2 173","Population 2","1","00:00:00.000","0","Object","44.43","6.83","0.707","0.018","51","70","59.07","886","6.52","0","8","2.6","39","2.09","0","14","7.13","107","3.76","37","100","60","900","19.23","1.06","0.614","N/A","1165"
"4319","T2_image4","Population 2 174","Population 2","1","00:00:00.000","0","Object","39.25","7.44","0.482","0.0203","51","66","56.41","959","5.1","0","7","3.24","55","1.8","0","12","5","85","2.85","90","122","103.88","1766","9.71","0.915","0.545","N/A","1165"
"4321","T2_image4","Population 2 175","Population 2","1","00:00:00.000","0","Object","42.53","7.6","0.269","0.012","52","61","55.7","557","2.9","1","5","2.4","24","1.2","1","15","6.7","67","3.55","89","131","112.3","1123","12.25","1.26","0.368","N/A","1165"
"4323","T2_image4","Population 2 176","Population 2","1","00:00:00.000","0","Object","39.92","8.25","0.65","0.108","51","86","60.86","5477","7.54","25","144","82.8","7452","27.56","0","27","10.92","983","6.38","23","134","74.93","6744","25.55","1.08","2.51","N/A","1165"
"4325","T2_image4","Population 2 177","Population 2","1","00:00:00.000","0","Object","44.52","8.89","0.396","0.0156","51","67","56","728","4.69","24","108","55.77","725","25.83","2","22","9.77","127","4.89","55","133","99","1287","23.52","1.22","0.612","N/A","1165"
"4327","T2_image4","Population 2 178","Population 2","1","00:00:00.000","0","Object","38.37","10.43","0.357","0.0108","51","64","57.56","518","4.42","10","27","19.44","175","5.36","6","27","16.33","147","6.82","102","128","116.89","1052","8.4","1.14","0.322","N/A","1165"
"4329","T2_image4","Population 2 179","Population 2","1","00:00:00.000","0","Object","44.7","12.99","1.05","0.245","51","89","60.63","12429","8.56","12","182","77.29","15845","38.2","2","62","26.2","5372","13.11","27","128","87.52","17941","20.74","1.15","4.84","N/A","1165"
"4331","T2_image4","Population 2 180","Population 2","1","00:00:00.000","0","Object","37.14","13.93","0.269","0.0108","51","69","57.33","516","6.22","0","8","3.22","29","2.53","0","6","2.11","19","1.79","92","134","107.89","971","12.73","0.993","0.329","N/A","1165"
"4333","T2_image4","Population 2 181","Population 2","1","00:00:00.000","0","Object","41.97","13.98","1.01","0.238","51","92","59.99","11939","7.91","17","206","114.04","22693","42.45","2","28","12.16","2419","6","25","111","69.59","13848","19.61","1.1","5.31","N/A","1165"
"4335","T2_image4","Population 2 182","Population 2","1","00:00:00.000","0","Object","48.29","15.1","0.971","0.225","51","108","63.09","11860","10.43","17","222","126.73","23826","52.54","2","51","20.85","3920","10.66","24","115","66.5","12502","16.08","1.05","4.23","N/A","1165"
"4337","T2_image4","Population 2 183","Population 2","1","00:00:00.000","0","Object","49.28","14.82","1.02","0.278","51","111","65.1","15103","11.99","30","180","106.56","24722","33.28","1","34","12.95","3005","6.72","21","116","69.34","16087","17.55","1.41","4.43","N/A","1165"
"4339","T2_image4","Population 2 184","Population 2","1","00:00:00.000","0","Object","45.49","15.45","1.22","0.164","51","116","66.65","9131","15.74","3","152","71.36","9777","30","2","47","15.85","2172","8.89","26","107","75.61","10359","17.02","0.901","3.39","N/A","1165"
"4341","T2_image4","Population 2 185","Population 2","1","00:00:00.000","0","Object","49.88","15.79","1.34","0.488","51","136","67.5","27538","15.04","0","183","82.53","33673","43.25","1","84","23.04","9402","14.64","18","116","77.3","31539","17.8","1.09","7.93","N/A","1165"
"4343","T2_image4","Population 2 186","Population 2","1","00:00:00.000","0","Object","50.74","16.59","1.12","0.274","51","127","68.88","15774","15.93","6","170","92.51","21185","40.96","0","63","24.52","5616","14.17","23","106","67.77","15520","17.62","0.867","4.61","N/A","1165"
"4345","T2_image4","Population 2 187","Population 2","1","00:00:00.000","0","Object","56.37","17.55","0.539","0.0347","51","92","60","1740","9.39","103","183","145.76","4227","21.59","4","22","11.66","338","4.68","16","87","56.14","1628","13.98","0.913","0.988","N/A","1165"
"4347","T2_image4","Population 2 188","Population 2","1","00:00:00.000","0","Object","42.99","17.66","0.544","0.079","51","91","60.79","4012","8.21","39","153","84.14","5553","31.63","5","28","13.62","899","5.59","21","103","56.76","3746","16.3","1.06","1.76","N/A","1165"
"4349","T2_image4","Population 2 189","Population 2","1","00:00:00.000","0","Object","40.12","18.23","0.953","0.19","51","106","65.72","10449","11.89","9","174","84.5","13436","43.24","3","52","15.24","2423","8.73","17","97","53.31","8477","17.54","1.18","2.82","N/A","1165"
"4351","T2_image4","Population 2 190","Population 2","1","00:00:00.000","0","Object","48.92","19.38","0.922","0.254","51","117","67.7","14352","13.87","6","172","79.87","16933","36.82","2","49","20.35","4315","10.29","26","134","88.87","18840","19.71","1.07","3.81","N/A","1165"
"4353","T2_image4","Population 2 191","Population 2","1","00:00:00.000","0","Object","43.26","20.44","0.366","0.0215","51","69","58.44","1052","5.67","1","9","4.06","73","2.2","2","22","9.11","164","4.36","51","99","71.83","1293","12.12","1.07","0.742","N/A","1165"
"4355","T2_image4","Population 2 192","Population 2","1","00:00:00.000","0","Object","48.03","20.35","1.29","0.428","51","123","66.82","23921","13.09","3","162","60.79","21763","36.82","0","80","28.7","10273","16.68","24","142","94.08","33679","18.65","1.24","6.59","N/A","1165"
"4357","T2_image4","Population 2 193","Population 2","1","00:00:00.000","0","Object","48.08","21.57","0.648","0.0586","51","79","59.92","2936","7.54","3","135","64.14","3143","42.53","2","24","10","490","5.72","73","120","98.49","4826","12.7","0.892","1.59","N/A","1165"
"4359","T2_image4","Population 2 194","Population 2","1","00:00:00.000","0","Object","48.49","21.8","0.508","0.0239","52","71","58.3","1166","5.34","7","59","20.4","408","11.5","1","12","5.7","114","2.92","65","99","83.25","1665","9.68","1.18","0.843","N/A","1165"
"4377","T2_image4","Population 2 203","Population 2","1","00:00:00.000","0","Object","47.04","31.83","0.933","0.154","51","102","62.16","8018","9.35","3","145","73.62","9497","31.94","0","45","13","1677","8.78","19","103","59.88","7724","18.42","1.21","3.02","N/A","1165"
"4461","T2_image4","Population 2 141","Population 2","1","00:00:00.000","0","Object","44.95","7.09","0.382","0.012","52","80","59.6","596","9.41","1","7","4.7","47","2.1","7","19","12.9","129","3.24","79","137","112.3","1123","15.56","1.49","0.393","N/A","1165"
"4463","T2_image4","Population 2 142","Population 2","1","00:00:00.000","0","Object","40.74","7.34","0.418","0.012","51","61","54.4","544","3.17","1","10","3.9","39","2.74","0","10","5.1","51","3.3","48","122","96.5","965","20.65","1.39","0.418","N/A","1165"
"4465","T2_image4","Population 2 143","Population 2","1","00:00:00.000","0","Object","45.51","8.09","0.73","0.0622","51","68","56.19","2922","4.3","1","52","14.46","752","12.23","8","50","24.13","1255","9.08","61","108","82.87","4309","11.65","1.76","1.84","N/A","1165"
"4467","T2_image4","Population 2 144","Population 2","1","00:00:00.000","0","Object","42.5","8.44","0.269","0.0108","52","73","57.33","516","6.58","1","7","3.22","29","1.75","6","12","8.67","78","1.56","73","100","85.44","769","8.68","1.32","0.3","N/A","1165"
"4469","T2_image4","Population 2 145","Population 2","1","00:00:00.000","0","Object","46.81","8.76","0.377","0.0108","51","58","53.11","478","2.28","0","8","3.78","34","2.78","0","16","8.11","73","4.2","52","110","88","792","18.16","1.36","0.411","N/A","1165"
"4471","T2_image4","Population 2 146","Population 2","1","00:00:00.000","0","Object","46.32","9.51","0.953","0.194","51","96","63.49","10286","10.23","20","154","83.12","13465","33.85","7","64","31.12","5042","12.27","24","151","89.68","14528","25.58","1.59","3.76","N/A","1165"
"4473","T2_image4","Population 2 147","Population 2","1","00:00:00.000","0","Object","42.45","9.38","1.81","0.851","51","110","62.75","44612","10.1","1","197","83.89","59648","41.14","1","65","19","13507","9.51","13","139","80.82","57464","24.12","1.07","15.42","N/A","1165"
"4475","T2_image4","Population 2 148","Population 2","1","00:00:00.000","0","Object","44.32","8.4","3.05","1.47","51","105","63.84","78266","11.05","0","164","45.79","56135","40.49","1","76","21.91","26867","14.03","11","144","85.25","104511","22.35","1.04","24.81","N/A","1165"
"4477","T2_image4","Population 2 149","Population 2","1","00:00:00.000","0","Object","38.41","10.81","1.05","0.237","51","94","61.28","12133","8.62","4","165","89.16","17653","44.14","3","49","20.8","4119","10.41","10","133","79.57","15755","31.07","0.988","5.47","N/A","1165"
"4479","T2_image4","Population 2 150","Population 2","1","00:00:00.000","0","Object","27.91","13.24","0.269","0.0144","51","73","60.17","722","6.97","49","141","104.5","1254","25.82","3","20","9.5","114","4.59","55","92","74.25","891","10.92","1.3","0.384","N/A","1165"
"4481","T2_image4","Population 2 151","Population 2","1","00:00:00.000","0","Object","37.54","14.92","0.749","0.153","51","100","65.7","8410","12.04","15","162","94.21","12059","35.89","1","58","23.3","2983","10.14","40","118","86.17","11030","14.4","1.06","2.85","N/A","1165"
"4483","T2_image4","Population 2 152","Population 2","1","00:00:00.000","0","Object","42.58","15.2","0.784","0.205","51","98","63.26","10818","9.77","5","135","60.2","10294","32.2","2","57","20.95","3582","10.18","28","131","80.84","13824","22.19","1.15","4.09","N/A","1165"
"4485","T2_image4","Population 2 153","Population 2","1","00:00:00.000","0","Object","40.5","16.55","0.385","0.0491","51","75","58.95","2417","6.92","53","168","113.71","4662","29.18","2","42","15.63","641","10.06","27","88","57.85","2372","16.62","1.56","1.36","N/A","1165"
"4487","T2_image4","Population 2 154","Population 2","1","00:00:00.000","0","Object","40.73","16.98","0.587","0.0455","51","88","59.18","2249","7.78","22","160","81.74","3106","41.54","1","43","13.74","522","8.9","23","103","66.47","2526","19.91","1.53","1.45","N/A","1165"
"4489","T2_image4","Population 2 155","Population 2","1","00:00:00.000","0","Object","49.57","19.71","0.351","0.018","51","67","55.27","829","4.36","0","12","4.93","74","3.02","11","24","16.87","253","4.66","65","113","88.87","1333","14.69","1.37","0.616","N/A","1165"
"4491","T2_image4","Population 2 156","Population 2","1","00:00:00.000","0","Object","44.14","20.4","0.724","0.17","51","96","63","8946","10.33","27","200","112.12","15921","43.32","0","47","19.09","2711","9.63","15","128","78.35","11126","21.5","1.15","3.4","N/A","1165"
"4493","T2_image4","Population 2 157","Population 2","1","00:00:00.000","0","Object","46.71","21.71","0.749","0.101","51","96","62.87","5281","10.66","41","200","126.51","10627","40.47","1","38","13.62","1144","9.1","40","113","74.67","6272","17.55","1.37","2.25","N/A","1165"
"4495","T2_image4","Population 2 158","Population 2","1","00:00:00.000","0","Object","45.95","24.01","0.936","0.244","51","102","63.61","12976","9.61","5","154","61.47","12539","40.22","2","54","17.24","3517","9.94","27","106","74.64","15227","19.24","1.54","4.41","N/A","1165"
"4571","T2_image4","Population 2 196","Population 2","1","00:00:00.000","0","Object","49.64","6.44","0.676","0.0132","52","67","57.55","633","4.94","3","14","7.27","80","2.73","2","14","6.64","73","3.55","62","104","80.45","885","11.61","1.26","0.452","N/A","1165"
"4573","T2_image4","Population 2 197","Population 2","1","00:00:00.000","0","Object","39.44","10.11","0.19","0.0108","51","73","59.67","537","7.93","2","11","5.89","53","3.03","1","5","3.11","28","1.59","46","85","57.67","519","12.13","1.73","0.387","N/A","1165"
"4575","T2_image4","Population 2 198","Population 2","1","00:00:00.000","0","Object","42.38","13.65","0.421","0.0239","51","73","58.55","1171","6.7","94","185","148","2960","22.03","3","18","11.55","231","4.4","50","95","75.05","1501","12.4","1.66","0.714","N/A","1165"
"4577","T2_image4","Population 2 199","Population 2","1","00:00:00.000","0","Object","49.07","17.37","0.775","0.177","51","104","69.46","10280","14.15","26","188","108.49","16056","37.64","2","53","23.66","3502","11.91","5","81","38.7","5727","17.08","1.73","2.61","N/A","1165"
"4579","T2_image4","Population 2 200","Population 2","1","00:00:00.000","0","Object","46","17.57","0.646","0.0347","51","72","57.38","1664","5.37","19","129","71.07","2061","26.95","1","23","7","203","4.46","34","89","62.38","1809","13.56","1.77","1.06","N/A","1165"
"4581","T2_image4","Population 2 201","Population 2","1","00:00:00.000","0","Object","46.37","17.78","0.493","0.0515","51","72","59.6","2563","6.62","44","136","93.65","4027","23.22","1","21","9.02","388","4.51","22","91","53.74","2311","16.81","2.08","1.13","N/A","1165"
"4583","T2_image4","Population 2 202","Population 2","1","00:00:00.000","0","Object","45.61","18.8","1.89","0.357","51","92","61.89","18444","9.43","12","190","94.69","28219","43.24","0","40","13.72","4090","8.14","30","129","76.62","22833","18.67","1.08","7.87","N/A","1165"
"4585","T2_image4","Population 2 203","Population 2","1","00:00:00.000","0","Object","48.21","22.38","1.52","0.553","51","133","65.64","30327","14.51","8","183","77.62","35862","37.88","0","45","15.35","7090","8.11","23","127","79.78","36858","21.32","1.65","9.86","N/A","1165"
"4587","T2_image4","Population 2 204","Population 2","1","00:00:00.000","0","Object","44.79","23.93","0.974","0.153","51","93","63.22","8092","9.59","18","166","103.02","13187","38.12","0","30","10.2","1305","7.73","5","102","44.77","5731","25.19","1.76","2.9","N/A","1165"
"4591","T2_image4","Population 2 206","Population 2","1","00:00:00.000","0","Object","42.99","28.71","0.217","0.0132","54","67","61.09","672","4.17","81","154","116","1276","22.12","3","25","11.55","127","5.68","33","68","51.82","570","9.97","1.96","0.347","N/A","1165"
"4595","T2_image4","Population 2 208","Population 2","1","00:00:00.000","0","Object","43.79","29.88","0.357","0.0108","51","71","54.78","493","6.34","1","5","3.22","29","1.31","0","8","2.33","21","2.36","43","103","78.89","710","14.67","1.8","0.338","N/A","1165"
"4619","T2_image4","Population 2 220","Population 2","1","00:00:00.000","0","Object","45.02","8.25","0.596","0.0862","51","72","56.78","4088","5.1","13","121","71.19","5126","26.94","4","33","17.81","1282","7.36","25","107","70.47","5074","19.18","1.75","2.37","N/A","1165"
"4621","T2_image4","Population 2 221","Population 2","1","00:00:00.000","0","Object","43.68","10.35","2.14","0.64","51","112","66.01","35317","12.26","1","194","59.67","31924","39.43","1","72","18.94","10133","12.24","13","123","69.28","37064","24.16","1.53","9.88","N/A","1165"
"4623","T2_image4","Population 2 222","Population 2","1","00:00:00.000","0","Object","51.81","10.32","1.19","0.404","51","102","61.93","20932","9.48","4","170","62.62","21164","43.94","1","58","14.51","4903","9.57","10","134","76.06","25707","26.74","1.86","7.74","N/A","1165"
"4625","T2_image4","Population 2 223","Population 2","1","00:00:00.000","0","Object","42.95","28.97","0.34","0.0203","51","76","59.35","1009","7.52","27","171","104.47","1776","39.72","4","59","24.53","417","14.56","30","63","45.24","769","10.12","1.99","0.541","N/A","1165"
"4627","T2_image4","Population 2 224","Population 2","1","00:00:00.000","0","Object","49.64","29.41","0.65","0.0515","51","83","61.65","2651","8.8","103","207","159.02","6838","22.98","1","32","16.14","694","8.11","18","70","43.37","1865","11.88","2.23","1.42","N/A","1165"
"1166","T2_image4","ROIs 5","ROIs","1","00:00:00.000","0","Object","N/A","N/A","N/A","3273.74","0","171","5.24","14327214","7.82","0","195","3.58","9783455","8.21","0","139","3.5","9584484","9.51","0","146","11.39","31172266","21.46","N/A","N/A","120","N/A"
"4271","T2_image4","Population 2 150","Population 2","1","00:00:00.000","0","Object","19.98","26.09","0.872","0.117","51","96","60.94","5972","9.34","21","115","65.8","6448","22.96","13","85","43.52","4265","16.19","55","115","87.62","8587","14.95","1.14","2.95","N/A","1166"
"4273","T2_image4","Population 2 151","Population 2","1","00:00:00.000","0","Object","14.01","28.7","0.898","0.183","51","126","69.27","10598","13.28","5","153","71.34","10915","38.62","12","109","58.5","8950","21.36","51","126","89.3","13663","16.41","1.07","2.84","N/A","1166"
"4275","T2_image4","Population 2 152","Population 2","1","00:00:00.000","0","Object","26.94","29.59","0.485","0.0371","51","80","59.48","1844","7.7","6","132","41.97","1301","30.19","41","78","58.71","1820","9.65","69","127","90.48","2805","14","0.801","0.974","N/A","1166"
"4277","T2_image4","Population 2 153","Population 2","1","00:00:00.000","0","Object","26.22","32.08","0.514","0.105","51","126","68.51","6029","16.54","22","157","86.73","7632","31.17","32","122","78.1","6873","20.9","30","102","65.2","5738","15.63","0.91","1.96","N/A","1166"
"4279","T2_image4","Population 2 154","Population 2","1","00:00:00.000","0","Object","21.31","37.12","0.545","0.0347","51","90","62.52","1813","10.24","9","55","28.17","817","15.12","38","99","67.76","1965","14.48","62","126","94.1","2729","14.15","1.05","0.893","N/A","1166"
"4281","T2_image4","Population 2 155","Population 2","1","00:00:00.000","0","Object","26.97","38.27","0.549","0.0239","51","86","62.75","1255","10.58","7","83","34.7","694","20.04","15","111","74.15","1483","23.08","51","111","87.35","1747","12.61","0.877","0.751","N/A","1166"
"4283","T2_image4","Population 2 156","Population 2","1","00:00:00.000","0","Object","39.09","39.09","0.731","0.121","51","112","65.1","6575","13.07","8","152","76.87","7764","32.85","21","120","79.81","8061","20.76","51","110","82.43","8325","13.48","0.928","2.53","N/A","1166"
"4285","T2_image4","Population 2 157","Population 2","1","00:00:00.000","0","Object","37.6","39.34","0.19","0.0108","52","74","59","531","7.89","1","7","4","36","2.11","28","47","37.56","338","6.24","88","122","103.33","930","10.62","0.699","0.342","N/A","1166"
