 Gene_ID	TCGA-B6-A0RG-01	TCGA-AO-A12F-01	TCGA-D8-A27F-01	TCGA-A8-A07O-01	TCGA-D8-A1XQ-01	TCGA-D8-A27H-01	TCGA-AN-A0AR-01	TCGA-AO-A129-01	TCGA-A8-A07C-01	TCGA-A2-A0YM-01	TCGA-AO-A0J6-01	TCGA-D8-A27M-01	TCGA-EW-A1OW-01	TCGA-AR-A0TU-01	TCGA-A2-A0SX-01	TCGA-AN-A0FL-01	TCGA-A7-A26F-01	TCGA-A2-A0D2-01	TCGA-B6-A0RT-01	TCGA-BH-A18Q-01	TCGA-B6-A0IQ-01	TCGA-A2-A04P-01	TCGA-BH-A0BL-01	TCGA-A8-A08R-01	TCGA-AR-A0TS-01	TCGA-BH-A18V-01	TCGA-BH-A1FC-01	TCGA-E2-A158-01	TCGA-E2-A150-01	TCGA-AN-A0AL-01	TCGA-AO-A0J4-01	TCGA-A2-A0T2-01	TCGA-AR-A1AY-01	TCGA-AO-A128-01	TCGA-D8-A143-01	TCGA-A2-A04U-01	TCGA-D8-A147-01	TCGA-EW-A1PB-01	TCGA-C8-A131-01	TCGA-BH-A0WA-01	TCGA-C8-A26X-01	TCGA-E2-A1LL-01	TCGA-E9-A1ND-01	TCGA-AR-A1AI-01	TCGA-A7-A26I-01	TCGA-BH-A1EW-01	TCGA-BH-A0RX-01	TCGA-AO-A124-01	TCGA-AR-A256-01	TCGA-D8-A13Z-01	TCGA-A2-A0CM-01	TCGA-E2-A1LH-01	TCGA-BH-A0E6-01	TCGA-AR-A1AR-01	TCGA-BH-A0B3-01	TCGA-E2-A14N-01	TCGA-BH-A0BG-01	TCGA-BH-A18T-01	TCGA-AR-A1AQ-01	TCGA-AN-A0XU-01	TCGA-E2-A14R-01	TCGA-AO-A0JL-01	TCGA-A2-A04T-01	TCGA-B6-A0RU-01	TCGA-A2-A0T0-01	TCGA-BH-A0BW-01	TCGA-A2-A0YE-01	TCGA-E2-A1LS-01	TCGA-AO-A0J2-01	TCGA-E9-A22G-01	TCGA-EW-A1P1-01	TCGA-A2-A1G6-01	TCGA-A7-A26G-01	TCGA-B6-A0WX-01	TCGA-B6-A0IK-01	TCGA-EW-A1P4-01	TCGA-A2-A0ST-01	TCGA-E2-A1LG-01	TCGA-E2-A159-01	TCGA-AQ-A04J-01	TCGA-A7-A0DA-01	TCGA-D8-A142-01	TCGA-AN-A04D-01	TCGA-A1-A0SK-01	TCGA-D8-A1JF-01	TCGA-BH-A18G-01	TCGA-B6-A0RE-01	TCGA-C8-A26Y-01	TCGA-BH-A0AV-01	TCGA-C8-A12V-01	TCGA-EW-A1OV-01	TCGA-D8-A1JL-01	TCGA-A2-A0D0-01	TCGA-B6-A0RS-01	TCGA-AN-A0G0-01	TCGA-C8-A1HJ-01	TCGA-AN-A0FX-01	TCGA-B6-A0RN-01	TCGA-A8-A07R-01	TCGA-BH-A1F0-01	TCGA-BH-A0B9-01	TCGA-E2-A1LK-01	TCGA-A2-A04Q-01	TCGA-EW-A1P8-01	TCGA-C8-A134-01	TCGA-E2-A14X-01	TCGA-AR-A0U0-01	TCGA-EW-A1P7-01	TCGA-A1-A0SO-01	TCGA-D8-A1XK-01	TCGA-A7-A0CE-01	TCGA-E2-A1B6-01	TCGA-E2-A1L7-01	TCGA-AN-A0AT-01	TCGA-AR-A0U4-01	TCGA-D8-A1JG-01	TCGA-A1-A0SP-01	TCGA-A8-A09X-01	TCGA-E2-A1AZ-01	TCGA-E2-A1LI-01	TCGA-BH-A0E0-01	TCGA-C8-A27B-01
EMID1|129080	102.6446	1154.9128	106.6768	97.7871	155.7066	46.221	235.5063	645.1737	145.4787	90.1164	72.7644	12.0074	286.0228	130.5369	176.3006	326.5776	40.7871	334.5038	414.8784	104.6278	2023.7271	41.4938	351.9821	32.4357	128.3563	20.8799	23.8323	218.3189	11.3314	16.9082	95.0864	8.9166	131.9004	54.8168	200.8729	479.5428	151.2778	122.9564	102.5024	126.2275	15.1585	13.2431	21.9889	764.806	465.2835	153.4867	353.1239	513.0628	2.9588	63.9676	10.1535	100.328	641.5888	7.4147	26.874	146.9733	44.3124	190.6469	1782.5413	147.1399	20.6351	34.8455	233.3304	167.1219	2.9488	21.3707	1129.2776	35.5355	431.9704	376.584	76.572	81.3876	241.4872	177.8588	100	159.4533	267.3511	5.5283	8.5722	153.9194	51.8742	7.4369	68.5286	633.1547	186.6802	15.625	30.8672	125.4398	54.0631	102.5953	2284.2827	160.3618	658.5667	88.0682	499.4504	78.0812	172.5678	99.5193	151.8607	49.6828	679.1312	137.3372	103.3552	545.5197	137.4418	60.1635	1.1742	156.457	11.6252	595.7505	238.3253	128.2909	1502.8509	162.2946	6.527	12.1596	133.8927	11.5906	411.853	72.1154	532.6021	9.397
EMID2|136227	5.5896	0	8.1226	6.878	10.8766	0.6848	451.8979	1.5444	2.6596	3.2395	46.7224	6.4655	1.4397	4.3825	25.3693	3.2243	39.1175	10.7189	72.1666	1.2708	637.6825	22.8216	123.1025	4.896	4.9116	3.9771	3.8249	0.6855	2.4282	6.0386	2.8042	5.7958	0.7348	37.1777	16.2665	18.7037	9.7274	96.4933	185.7555	2.0525	2.2967	14.9705	65.9667	5.7862	104.5643	8.2674	580.5758	1.4315	1.4794	45.8839	17.9993	23.9244	188.3178	14.5823	9.5979	32.1644	3.457	0.5986	15.4959	2.0675	2.7513	4.8906	3.8251	115.6725	101.8984	6.2638	504.7529	1.5015	11.6826	8.3962	10.142	9.3396	4.9283	150.5543	10.4046	9.4913	28.2323	0.3071	24.2879	12.0597	29.7858	1.5936	0.8638	100.5358	10.7254	13.125	23.5362	4.8952	2.0148	167.8832	6.8565	128.3383	918.4514	68.8131	0	1.7507	74.0032	4.5236	13.8055	14.8403	10.0761	39.91	13.4979	849.1039	10.1652	1.2482	18.0039	32.2848	0.2704	30.4121	4.7462	4.4623	7.2789	5.7654	4.1223	8.0202	27.3623	0	1468.8672	4.8077	1.2188	1.0441
EMILIN1|11117	1340.9859	1805.8698	1110.9013	1013.756	1602.0036	2565.437	649.8963	1672.5869	586.7021	719.7529	295.9086	1349.1379	1740.6119	180.936	2351.3166	469.369	637.09	1185.7328	1682.7213	541.777	373.1313	719.3983	3072.3965	1302.3256	1207.5966	797.4149	341.8904	370.1482	882.6386	3320.4509	1473.966	1210.8783	933.5905	794.844	565.9244	915.4436	417.2718	451.4855	2316.1694	861.6996	1949.9311	405.3548	1370.308	155.2076	682.1577	846.1538	2567.913	416.8635	214.5129	1701.7544	999.1923	1954.8524	1286.9159	664.8542	1689.9894	147.42	723.1415	387.2796	764.9793	404.204	825.8627	1261.7737	352.2559	1063.7609	1746.0338	545.689	1225.2852	56.5566	1024.9323	223.2761	3557.3022	559.3729	1044.528	2158.5769	1009.2486	1421.4123	802.481	144.9631	946.8703	769.597	2353.079	2573.174	259.7178	572.0139	273.9329	1051.875	1039.4521	340.2172	2256.548	782.644	2610.2321	926.236	209.6376	1482.6389	962.5559	147.0588	1965.2313	2519.6468	369.4478	977.3094	417.3757	433.1405	1071.7316	804.3011	603.9814	901.4542	443.4442	3802.9801	348.4855	385.0384	599.0338	462.7398	1614.946	610.8389	795.9464	979.4974	1108.7194	1751.8369	1017.2543	265.024	390.0061	204.3853
EMILIN2|84034	126.0191	445.7678	891.591	447.9665	830.3399	315.6723	131.9989	317.7606	480.0532	961.5356	186.379	592.3645	477.0246	292.6906	714.8362	72.3169	599.8807	338.2	356.0642	299.4811	136.7748	229.2531	462.3185	569.1554	435.8219	663.8495	426.9217	76.7715	353.703	311.9968	433.8793	297.8154	280.3343	775.848	299.607	409.9234	387.7542	1029.4773	194.4177	466.9392	455.6729	135.886	882.5543	592.2396	439.5574	430.9849	552.8611	330.685	369.2581	583.5358	534.9025	563.3803	121.4953	600.8403	626.5477	120.1696	621.6314	216.0865	516.5289	318.0565	243.0357	245.7524	423.8894	248.0216	285.7087	598.3788	147.3384	157.1572	112.8366	352.3284	871.1968	318.5457	564.8391	526.3712	154.3353	514.0471	552.6682	55.8968	653.6298	349.7302	186.4123	511.8194	90.1238	66.1834	193.3473	328.75	403.5883	144.4088	428.4755	626.9262	513.7131	770.2744	328.2537	280.9343	270.8288	101.1905	234.1308	78.9574	226.8908	1154.3177	271.1599	291.6949	570.3818	680.2867	310.6734	334.0198	578.0822	487.9967	92.4609	758.1291	216.9675	203.7037	284.8477	334.6786	1226.3827	437.7469	523.8964	397.8061	303.826	305.5889	95.6734	503.2629
EMILIN3|90187	17.2768	926.1999	510.3946	6.6328	223.9399	47.4399	178.8153	115.9266	116.4574	28.8255	0.9472	1.7087	846.5219	1.4838	50.1028	7.0382	2.1968	7.0264	21.952	121.652	172.3272	11.5508	14.8027	27.8703	153.7132	43.354	5.8727	363.2799	171.0886	60.7005	8.93	9.8796	6.7677	5.4573	138.5645	288.2192	11.8842	7.7582	14.0231	179.3423	2.4529	3.7081	7.6711	6.9163	2.722	2.3077	70.8302	63.5001	36.7246	6.529	2.1691	9.7009	12.2617	1.5299	14.0129	12.7094	139.9928	80.0927	5.4907	6.94	246.4932	124.6185	382.6897	42.2666	621.2853	6.5217	1486.7427	47.9379	3.4136	137.5698	43.7272	56.0674	420.6587	127.4099	9.5896	11.2111	36.2528	0.5375	4.329	63.9003	153.1459	20.34	150.3513	207.7403	1223.3495	98.625	16.1628	3.2645	2.8878	45.0527	15.9652	16.09	277.7924	37.2317	7.4419	1178.4454	21.5694	25.5666	25.5762	398.7526	20.7053	9.2439	16.155	26.2975	299.2164	49.8034	0	9.3543	10.8736	0.4046	2.2171	109.0852	13.5485	266.4745	2.0199	688.1888	4.5823	3.204	6.6917	67.7194	7.3492	2.0412
EML1|2009	186.9961	240.9188	638.9781	85.2273	98.7478	434.1351	182.1297	76.0618	87.5	194.0741	500.1596	473.2143	346.4907	264.8302	360.9505	43.298	738.4615	315.2837	559.5295	282.1137	26.6951	246.3693	473.5649	159.4247	486.9024	814.9805	140.6399	101.7908	106.8393	227.8583	220.7635	395.0067	361.5321	273.8128	506.1543	171.4508	360.2492	329.1745	194.8989	248.6922	245.2917	57.003	322.837	183.7985	801.1065	391.8045	299.1279	445.2079	120.4231	225.9109	101.073	111.1325	180.8411	424.8641	426.9124	94.7062	137.3372	56.5656	190.0826	312.1985	37.1432	206.0163	213.1618	420.111	396.4535	89.1673	919.2015	237.7377	106.2829	34.5176	446.7546	215.8105	405.4904	394.0199	263.5838	91.4958	352.0479	207.0025	368.2472	384.0051	597.0549	274.1036	212.7843	472.4236	288.4267	161.25	215.6844	421.6001	581.9342	133.4144	367.616	364.9697	254.9423	480.4293	99.0694	213.2353	511.9617	274.7061	287.8151	240.456	312.584	420.8154	108.7543	339.4265	273.1893	177.7445	119.7652	412.2517	572.8788	394.8137	96.2793	45.5154	534.2715	374.4595	116.1113	436.1946	177.3076	185.0357	417.8545	69.7115	254.7227	41.7646
EML2|24139	1471.0702	683.9132	273.461	249.985	479.9227	513.5667	442.6111	540.3861	286.7021	354.9907	775.0839	985.311	277.5861	141.4932	915.1188	2189.3137	235.4204	411.3399	577.9495	946.9109	333.2386	799.7044	328.9239	868.1365	454.0864	446.1248	749.8933	642.6185	962.7924	659.3116	1164.9685	799.4561	371.4412	956.3908	300.7419	348.6167	488.3623	886.651	400.8662	347.2044	302.9812	475.3937	641.4061	272.6378	409.5878	954.2595	301.455	388.5334	207.4118	309.9649	488.6027	1130.9898	594.7664	201.1864	742.0635	131.7845	1021.3423	123.729	559.282	610.5858	1047.6579	473.1651	499.0003	296.6325	379.3176	914.1194	252.8517	170.1702	426.1177	125.9426	436.1055	461.3075	159.0859	347.3519	609.2486	857.8702	494.6765	2307.7303	436.0639	460.3967	786.4625	405.5644	558.8828	293.098	497.1375	385.625	458.3737	742.0193	296.0107	511.5369	427.1624	594.0231	336.9028	716.8561	301.3116	166.3165	437.4003	713.9068	826.3175	511.4485	207.2906	1395.9861	612.0324	440.8459	701.385	839.0164	833.5029	634.4412	227.9079	477.1706	1148.9347	582.5524	333.3738	194.2923	232.1505	234.5671	260.124	363.9449	243.3008	495.1683	536.8678	590.4464
EML3|256364	777.9649	560.4424	561.5426	857.6555	760.7871	1039.1167	857.993	628.1853	265.9574	452.9378	552.7542	1085.899	590.2819	563.1554	831.7277	553.2013	690.2803	967.2889	1137.498	632.4261	459.5153	466.805	588.4606	606.1812	924.3615	623.7468	322.7657	796.8469	582.76	874.3961	717.099	581.8101	520.9883	820.6242	384.3444	235.3552	272.3671	1381.2422	638.5948	587.0093	747.3588	824.5286	556.7189	334.5813	398.0636	645.9382	725.3614	497.6022	271.3218	495.0067	449.5212	1230.9473	756.5421	472.5655	940.9732	428.4114	1035.8428	785.0344	721.0744	423.1564	399.4039	569.1431	634.6171	536.848	392.8494	610.538	925.2218	134.6346	847.6991	279.2506	1056.7951	527.018	582.9096	598.8041	400.578	476.8413	817.8804	637.8993	499.6875	846.0806	505.6894	783.0013	503.0233	264.1034	297.9926	495	816.0509	415.7871	571.5245	818.3293	701.4768	381.3482	440.2801	484.8485	693.1926	126.0504	527.2727	544.8885	786.9148	651.4679	798.0296	1028.8555	777.0922	903.2258	627.7001	708.2319	610.9589	1254.1391	317.3949	596.8366	522.4172	923.9179	954.9921	590.9484	719.3404	417.8258	593.9438	834.5234	596.3991	417.9688	861.6697	350.8222
EML4|27436	794.2255	2481.3271	2040.6685	2390.8493	2705.4025	2395.9599	3025.1555	1705.7915	7478.7234	1880.6636	1897.4915	2666.8719	1473.3053	1725.7787	2382.7874	921.2345	3166.13	1198.2998	2597.9971	1608.8108	1991.633	2107.3651	2597.0078	2842.4113	2952.5213	1757.8921	2309.0842	3473.2242	2146.4994	3363.9291	1959.5947	1580.9184	3038.1189	2025.7802	4587.5438	1021.4314	1927.702	1481.9309	3648.2194	2144.4997	1734.497	1813.7325	2159.4095	4742.0014	2179.8064	1760.2444	1704.4559	2619.426	2418.2262	5214.5749	1797.6232	1118.2713	1280.3738	2265.6945	1316.825	2025.9079	1500.0236	2682.525	1771.6942	3236.3887	1665.0235	1274.6115	2369.8166	1897.5962	2371.1854	3315.7701	5370.7224	2298.7988	2253.5974	3993.7806	1696.7546	1181.4543	3490.3388	1867.7075	1213.2948	2692.8626	2511.8169	4500.6143	3663.1842	2952.0787	2105.087	1121.1155	1947.3078	2252.7576	2537.5752	1780	2426.5458	2253.6332	1452.317	3574.6148	1776.3713	2735.6842	2765.2389	1103.851	2432.1829	3533.9636	1888.6762	671.5494	1302.521	2213.7864	3971.5629	1449.084	2017.7401	2338.7097	3425.8789	1511.0778	2474.364	1931.2914	1961.4138	1901.025	1650.6484	1888.2195	1609.6082	3924.7622	2018.2068	2390.0151	2577.8913	1533.6852	3592.6482	1999.6995	1530.7739	3131.5583
EML5|161436	19.8175	28.2433	125.0881	12.2608	23.1843	33.553	68.524	28.1853	106.9149	67.1455	9.9572	59.4212	17.7564	43.5123	203.2755	37.7706	67.5015	30.3086	94.4206	85.1424	44.6918	42.5311	42.25	15.2999	44.8592	35.4628	64.1412	139.1483	75.6779	10.8696	16.8249	20.0624	51.0701	11.3976	63.1747	41.0443	141.5504	18.7178	47.1607	13.6832	25.7235	59.3062	28.9854	9.5303	21.8534	20.4889	15.7687	139.718	29.588	49.1228	15.2302	26.2396	24.7664	27.9288	26.1062	23.6765	23.8847	14.9644	16.0124	39.9724	16.0495	47.072	33.7303	46.4819	15.0718	126.3817	83.0165	33.5335	17.3814	26.7434	49.1886	92.3949	57.497	51.5753	29.4798	28.4738	24.3824	59.8894	122.1538	30.1492	21.0843	16.7331	20.4434	159.7857	618.5956	25.625	15.0477	21.4166	24.5131	21.8978	41.1392	23.4676	28.8303	20.202	14.9483	99.7899	28.3892	33.7214	24.6098	184.9661	17.4653	17.0204	21.9823	21.147	26.8954	58.1664	23.8748	76.1589	46.5008	23.0806	59.6661	20.0803	28.1451	137.5036	20.2679	387.8148	87.5593	126.2548	27.0068	29.4471	22.5472	18.011
EML6|400954	2.0326	30.9655	56.8582	29.6053	13.1664	27.3902	61.311	30.888	132.4468	12.9579	8.936	41.2562	18.7163	22.8518	79.3192	6.4486	75.6112	3.3266	54.6813	15.673	47.3913	114.6266	16.4137	42.2277	167.9764	39.4399	33.836	282.4094	25.0911	21.3366	63.7308	10.7	92.9549	14.9254	58.6352	15.0669	32.201	88.748	14.437	30.7872	19.2926	39.1536	26.9864	109.258	12.7248	25.1618	9.079	95.6267	11.5393	28.8799	19.3839	18.5221	15.8879	18.5368	6.1426	53.1605	8.1711	52.0762	19.6281	204.3418	79.7891	18.3397	117.1868	19.8701	88.4648	141.1201	21.8631	173.1732	25.9296	79.9191	14.1988	32.3549	60.7825	26.9253	24.8555	27.3349	17.966	70.3317	25.3594	52.999	62.5837	41.6999	31.385	173.6527	16.2331	18.75	21.2212	61.1901	24.1773	10.5434	22.6793	28.3567	18.9456	2.5253	5.569	77.381	67.6236	4.1124	14.7059	92.9132	96.283	38.1492	15.8118	5.3763	105.8873	335.7673	25.4403	57.5331	68.3994	9.7753	32.8841	144.1321	40.7619	47.5641	11.6798	31.822	57.2784	17.3859	16.5041	66.7067	40.8288	35.2388
EMP1|2012	2335.9274	3292.2161	3156.4434	5438.9952	1739.9642	16239.6645	2713.1909	1716.2162	1042.5532	8743.0535	9327.1207	15056.9581	4236.5927	723.7439	9664.7399	853.9843	5109.6005	2940.6764	1294.8657	4903.5264	352.4351	2457.9876	4144.7564	7052.3256	7265.5534	6795.2606	5141.5962	1973.4384	13771.3476	3018.1159	9809.19	5480.1605	2220.6301	1083.5821	1900.5376	1766.9827	4774.4753	1542.925	3191.0491	4094.3559	4005.5122	2299.6977	4186.8856	1369.6392	2084.6473	4274.6226	4172.0225	4362.1788	3832.8279	3162.4831	7681.0892	5606.7914	1000	3459.219	3742.7776	1668.5262	10184.9495	1330.0392	2625.5165	1956.2371	4766.7087	2751.5715	4111.2753	4110.2756	2398.3801	2549.7421	794.9937	2164.6647	861.3763	1426.1059	25998.9858	4388.5924	3225.0314	5637.2533	1649.1329	3141.9894	1613.5173	2640.3563	3932.494	4357.6642	6483.2664	4729.8805	686.7262	809.3287	5452.569	4713.75	2723.6423	712.2533	20555.0705	1171.5328	2168.7764	5160.1785	1049.8353	7608.2702	965.4869	4513.6555	10364.9123	2448.9141	3905.4622	6678.5676	1414.4648	11912.5385	2231.0066	1973.8351	2967.8102	9949.4477	3433.2681	8904.3874	1288.5042	756.2284	1788.6262	424.8104	1175.3003	3247.3335	1945.7231	1383.6113	4732.2145	1841.2501	3480.12	5882.512	2383.9122	2891.6732
EMP2|2013	17720.9337	2433.6878	2260.2495	2524.8206	1162.0751	2583.9254	2652.6012	1249.0347	1562.766	2003.1747	2854.6627	2596.6749	3902.5795	2218.1875	1985.8703	1343.6205	5084.3172	850.1201	2811.9536	5432.5956	6216.9545	3436.2033	5356.3287	1301.7136	4353.6346	5044.6599	3023.1703	2641.0762	2131.121	487.9227	3099.8662	2703.5221	4260.4942	908.8195	4394.615	1487.4659	2239.6495	5419.4394	5240.616	5169.8556	2920.0735	4215.3448	2602.1859	2871.6814	5371.5076	7095.9741	2722.2554	8278.5771	1473.7776	3690.9582	1565.9398	2549.1028	10004.6729	3169.0559	5321.432	1654.6776	3958.5789	2560.4152	2931.8182	4615.7822	3322.7101	7623.2163	3365.0352	4237.6572	2093.0126	3109.0641	6750.6337	5009.5095	5515.0306	2866.2054	4865.1116	5772.8486	1078.2048	2289.4112	5736.9942	5795.3683	2258.582	18956.6953	3882.4895	4229.451	2412.9853	803.1873	5681.2554	3330.9171	9360.9682	1353.125	2074.2741	9936.3622	4326.7293	2273.3171	1290.6118	501.3751	1595.5519	4427.0833	1068.6598	7167.7171	4496.6507	4145.2652	5094.5378	2121.5184	3017.6892	2045.3859	3038.1797	4257.7061	3611.1817	4494.2895	2410.9589	2369.2053	2962.8028	5497.2507	5936.4353	3925.7028	4559.505	2364.0819	784.9536	4236.4687	3454.2138	9912.4495	2662.4156	2980.7692	10149.2992	3546.3326
EMP3|2014	324.1944	278.3496	314.8862	571.4713	556.136	333.8184	197.2771	635.5212	206.9149	635.821	401.6085	535.0985	370.006	429.1751	795.1188	253.8001	340.1312	470.523	860.5945	204.1724	255.5529	599.5851	549.8581	683.9045	570.072	462.3415	521.6624	90.4807	239.9838	602.2544	572.0477	439.144	216.7723	612.7544	285.9885	522.1457	377.356	719.0205	674.206	392.0237	1165.8245	598.2438	765.6134	524.5065	411.6183	390.7261	1201.2902	167.2035	353.5764	592.9825	909.6573	1362.9172	846.729	728.3737	955.178	262.2289	505.0362	233.7445	628.6157	752.2398	725.8971	468.8859	500.0435	619.167	570.762	431.4665	164.4487	108.6086	504.6303	230.1174	960.9533	382.9219	311.3049	703.0923	263.0058	1026.1959	1326.4891	228.1941	740.4233	517.2961	549.5315	646.2151	207.6015	142.1368	430.466	265	288.6081	328.5911	779.7179	877.129	882.9114	510.6643	555.6013	485.4798	237.7079	410.014	323.445	530.084	234.3938	823.7445	472.2347	600.9972	1235.6344	535.4839	493.8585	383.1992	472.7984	1194.9503	78.6728	431.471	224.0868	1875.9482	311.0518	484.0012	1121.6077	376.4313	649.0332	568.7675	252.063	405.3486	173.0652	479.5093
EMR1|2015	5.5896	2.0417	4.8736	20.3349	16.3148	21.2274	4.6885	10.4247	17.0213	5.301	345.1841	36.9458	35.5129	80.4508	26.3327	4.6062	12.1646	8.8708	33.0631	4.6595	3.8993	39.4191	27.6601	30.9058	37.3281	15.2457	36.1898	2.3991	17.8066	8.8567	14.2757	5.35	7.7156	183.9891	5.2961	3.1173	104.6534	502.4753	4.8123	11.6307	22.0487	7.4852	26.9864	15.9973	30.1521	16.5349	23.892	8.0166	8.8764	21.3225	167.0705	8.4893	4.2056	25.4572	16.5083	41.9924	19.4849	13.1687	11.8802	81.6678	2.7513	3.0566	8.6934	5.3224	10.8124	50.1105	2.8517	1.001	13.6772	3.1097	19.2698	12.6751	54.759	16.6861	3.4682	10.6302	15.3994	42.6904	11.4296	10.7902	12.7175	16.4675	1.1517	0.6303	6.0874	23.125	3.8584	12.544	10.7455	34.4688	33.7553	21.5119	99.2586	22.4116	5.8621	2.8011	4.4657	4.1124	5.102	35.9178	18.8088	204.832	42.8076	31.5412	14.8242	10.2353	19.1781	46.3576	1.8925	53.7642	3.3901	65.1495	13.5873	6.0536	105.462	20.6973	19.7008	27.3207	81.7704	6.9111	0.6094	25.5808
EMR2|30817	41.6676	151.7652	316.7815	353.7679	405.2952	148.9343	29.9342	162.1622	188.5638	316.8797	373.2687	295.5665	133.4133	259.1955	317.5979	36.8494	1574.9553	117.1687	259.4182	173.6736	70.487	99.0664	211.554	545.2876	212.1807	358.9361	220.6694	212.4925	142.0478	148.5507	141.2275	286.6696	285.4781	282.2252	150.1818	50.3962	189.1811	2098.0037	102.5024	102.9661	166.2839	124.3702	727.1328	332.8795	186.4454	168.5838	345.4784	102.7843	209.4829	222.1323	222.453	159.753	392.5234	375.1854	313.2738	90.6856	160.2791	168.4996	215.9091	171.2612	153.6169	94.144	187.7771	248.7313	461.0001	355.9322	43.7262	314.8148	112.2667	97.3334	270.284	153.7692	389.0627	91.0152	144.5087	242.2172	584.3225	73.7101	283.5967	296.4138	131.1914	145.0199	92.7152	188.7803	91.8907	1080.625	133.8864	102.7994	325.3862	416.4639	264.2405	259.8545	133.0313	105.1136	126.9143	133.0532	217.5439	30.8427	71.7287	578.3418	233.5423	413.1855	356.344	382.4373	177.8907	65.406	331.8982	250.8278	89.7573	297.6037	88.1431	170.4596	119.8593	133.1796	902.0955	189.1211	193.7249	233.0539	318.8297	112.6803	66.4229	579.4832
EMR3|84658	0	1.3611	7.3103	0.8971	0.2862	0.3424	0	0	1.3298	20.0259	0.2553	1.8473	0.9598	0	0.9634	0	4.7704	1.4785	3.1791	0.8472	0.5999	0.5187	0.9119	0.612	3.2744	3.6457	0	0.3427	0	0.4026	0.5098	0.8917	0.7348	0	0.7566	0	1.0063	0.6454	1.9249	0	0	0	0.9995	2.0422	0.5533	4.6729	6.6898	2.0042	0.8876	3.2389	0	0	0.4673	2.7187	0	0	0	0	1.0331	1.7229	0	0	0.3477	0	0.9829	0.7369	0.3169	6.006	0	0.6219	1.0142	1.3342	299.2579	0.7585	2.8902	3.4169	2.5666	1.5356	0.3572	4.1257	0	0.2656	0.2879	0	0	2.5	0.3858	18.9689	0.6716	0	0.5274	1.9556	0.8237	0.3157	1.1724	0.3501	0.638	0	0.6002	3.0111	2.2391	0.5869	1.157	1.4337	0	0.7489	1.1742	4.553	0	21.1798	1.6951	0.2231	0.9705	1.4413	14.428	0.5174	0.7297	0.8279	0	3.0048	0	5.2206
EMR4P|326342	0	4.0834	1.3538	2.3923	6.8694	1.0271	0.3607	0.7722	4.7872	15.0194	1.5319	17.5493	2.3995	12.8346	5.7803	0.9212	12.1646	2.9569	37.5139	2.9652	3.2994	0.5187	4.8633	3.366	28.1598	2.32	0.8827	0.6855	0.8094	0.8052	2.8042	0.8917	0.3674	35.8209	0	1.0391	3.3543	10.0043	0	2.3946	3.2154	0	16.4917	5.1055	3.8728	0.3595	1.9114	0.2863	3.2547	5.668	4.6152	0	1.8692	6.9204	2.3035	0.4467	0.9428	5.0879	3.6157	4.1351	2.7513	1.834	4.5206	1.0645	3.6041	5.1584	3.1686	0	0.5699	1.5548	18.2556	12.3416	5.2021	3.7923	0	0.7593	28.2323	0.6143	6.7863	4.443	0.6693	5.8433	1.1517	0	6.6671	2.5	0.7717	2.4476	2.6864	12.9765	10.0211	2.689	0.4119	4.1035	3.8104	2.8011	0.9569	0.4112	0.6002	6.4523	4.7022	0.5869	4.2422	11.4695	2.3295	2.9957	2.7397	16.1424	0	2.7154	0.678	5.801	1.941	2.3061	19.9244	8.7963	3.2835	7.0372	15.7539	0.3005	3.0469	5.7426
EMX1|2016	129.068	0	0.8123	0	0.2862	3.0814	0	0	0.5319	0	0.2553	0.3079	1.9196	0	0.3211	2.7637	0.477	0	0.9537	1.2708	0.2999	0	0	0.612	0.3274	0.3314	0.5885	2.3991	0	3.2206	0.2549	0.4458	0.3674	0.2714	0	0	2.348	0.6454	0	0	1.378	2.3032	0	0	0.8299	113.5873	0.4778	0.2863	1.1835	0	0.4615	0	0.4673	0.9886	1.9196	0	0	0	0	0	1.3757	1.2226	1.3909	0.3548	0	0.3685	0	1.001	0	1.5548	1.5213	1.0007	0	0	8.0925	0	0.4278	104.1155	0	0.3174	6.3588	0.5312	0	2.5213	0	0	0.3858	6.119	0.6716	0.4055	1.0549	0.2445	0.4119	0.947	0	0.3501	20.7337	2.4674	0.9004	0	0.4478	4.6953	1.9283	0	11.6476	1.4978	12.1331	1.2417	0	0.2715	2.3731	7.809	198.9567	0.8648	0	43.4642	0.3648	0	0	0	1.8282	0
