Row	TCGA_AO_A12F_01	TCGA_B6_A0I6_01	TCGA_A8_A07O_01	TCGA_C8_A12K_01	TCGA_BH_A0DL_01	TCGA_AN_A0AR_01	TCGA_AO_A129_01	TCGA_A8_A07C_01	TCGA_A2_A0YM_01	TCGA_BH_A0HL_01	TCGA_AO_A0J6_01	TCGA_AR_A0TU_01	TCGA_A2_A0SX_01	TCGA_AN_A0FL_01	TCGA_A2_A0D2_01	TCGA_B6_A0RT_01	TCGA_BH_A18Q_01	TCGA_B6_A0IQ_01	TCGA_A2_A0YJ_01	TCGA_A2_A04P_01	TCGA_BH_A0BL_01	TCGA_A8_A08R_01	TCGA_A7_A13D_01	TCGA_AR_A0TS_01	TCGA_E2_A14Y_01	TCGA_BH_A18V_01	TCGA_E2_A158_01	TCGA_E2_A150_01	TCGA_AN_A0AL_01	TCGA_AO_A0J4_01	TCGA_A2_A0T2_01	TCGA_AR_A1AY_01	TCGA_AO_A128_01	TCGA_D8_A143_01	TCGA_A2_A04U_01	TCGA_D8_A147_01	TCGA_C8_A131_01	TCGA_BH_A0WA_01	TCGA_AR_A1AI_01	TCGA_BH_A0RX_01	TCGA_AO_A124_01	TCGA_A2_A0CM_01	TCGA_BH_A0E6_01	TCGA_AR_A1AR_01	TCGA_BH_A0B3_01	TCGA_E2_A14N_01	TCGA_BH_A0HN_01	TCGA_BH_A0BG_01	TCGA_B6_A0I2_01	TCGA_AR_A1AQ_01	TCGA_AN_A0XU_01	TCGA_E2_A14R_01	TCGA_A8_A07U_01	TCGA_BH_A18K_01	TCGA_AO_A0JL_01	TCGA_A2_A04T_01	TCGA_B6_A0RU_01	TCGA_A2_A0T0_01	TCGA_BH_A0BW_01	TCGA_A2_A0YE_01	TCGA_B6_A0X1_01	TCGA_B6_A0WX_01	TCGA_A2_A0ST_01	TCGA_E2_A159_01	TCGA_AQ_A04J_01	TCGA_AR_A1AJ_01	TCGA_A8_A08H_01	TCGA_A7_A0DA_01	TCGA_D8_A142_01	TCGA_AN_A04D_01	TCGA_E2_A1B5_01	TCGA_A1_A0SK_01	TCGA_BH_A18G_01	TCGA_B6_A0RE_01	TCGA_BH_A0AV_01	TCGA_C8_A12V_01	TCGA_A7_A13E_01	TCGA_A2_A0D0_01	TCGA_AN_A0G0_01	TCGA_AN_A0FX_01	TCGA_A8_A07R_01	TCGA_BH_A1F0_01	TCGA_BH_A0B9_01	TCGA_AN_A0FJ_01	TCGA_A2_A04Q_01	TCGA_C8_A134_01	TCGA_E2_A14X_01	TCGA_AR_A0U0_01	TCGA_A1_A0SO_01	TCGA_A7_A0CE_01	TCGA_AN_A0AT_01	TCGA_AR_A0U4_01	TCGA_B6_A0IJ_01	TCGA_AR_A0TP_01	TCGA_E2_A1AZ_01	TCGA_BH_A0E0_01	TCGA_AR_A1AH_01
A2BP1|54715	0.3403	0	0	0	0.6177	0.7213	1.1583	0.266	0	8.1057	0	0.313	0.6423	0	0	0	0.4236	0.2999	0	0	0.304	0	0.4062	0	0	0	0	0	0.8052	0	0	0.3674	0.5427	0	0	0	0	0	0	0	0.2863	0	7.9439	0	0.3839	0	0	0	0	0	0	0	0	0	0	0.6955	1.0645	0	0	0	0	0.7585	0	0.3572	0	0.3868	0.4455	0	0.2656	0	0.4268	0	0	0	0	0.811	0	0	1.4655	0	0	0.2151	0	0	0	0	0.2496	0	0	0	0	0	0	0	0	0.6094	19.1165
A2LD1|87769	24.7792	53.1662	29.2703	245.8421	42.8721	194.9509	31.1622	32.0133	100.5769	59.5407	125.0118	99.8153	106.4194	42.9433	103.1713	77.1833	53.9786	41.0474	50.7608	88.6515	88.1141	89.437	214.0469	94.1094	28.6395	80.4176	29.0121	20.1376	106.095	66.15	96.9104	48.546	134.8412	123.0545	43.5693	73.0628	88.5804	33.1031	35.7352	100.8147	82.0442	30.645	106.215	61.5398	99.7639	78.2889	48.4924	132.2805	34.4397	47.1384	20.5789	316.6434	105.5004	53.2413	41.515	76.234	50.0691	265.3716	128.2461	13.6058	57.6654	79.4714	111.0298	67.8775	123.0435	64.6439	141.2852	198.9023	77.1049	59.0585	92.5566	404.179	83.775	69.4859	126.4809	181.2287	99.7758	27.2405	45.6862	288.1691	343.9136	77.5567	71.0546	25.4682	108.3918	108.1385	121.2507	119.6399	101.9611	138.5134	38.6192	53.3081	57.4255	86.8718	28.2671	220.9628	18.0567
A2ML1|144568	83.0285	28.0621	940.7895	489.2042	6536.4422	97.7369	1896.139	56.9149	4258.4396	0.6004	1630.1781	412.5841	870.5845	5.0668	0.7392	1377.8414	115.6412	131.3758	1414.1579	1645.7469	145.2914	614.4431	1956.3319	496.3982	5259.3965	436.1588	3104.4469	1609.8745	96.2158	476.4515	350.4235	1422.2467	2249.118	128.2409	681.1274	325.7001	377.2859	428.6263	3188.5636	11.946	1179.3	949.8096	26.6355	30.8947	555.9075	1231.6269	0.4895	2145.854	1339.7971	1134.2975	144.7278	788.2609	7842.9412	22.3108	29.9549	13868.3822	308.3416	364.9994	662.4908	41.1914	852.2897	140.6943	1074.9652	2358.4249	688.3529	799.4438	24.9471	2787.1486	1.5936	114.3104	1.7072	24.8976	3.75	2549.6286	1164.2042	120.438	4223.7643	4.5305	28.7243	1903.9872	57.9232	3.8714	982.5347	5301.9208	2293.4825	1813.2147	863.5087	1455.9687	22.7097	12.5434	170.6544	638.9557	90.8135	2.1723	134.2836	199.8781	114.0281
A2M|2	57389.0906	9380.9914	6746.0885	7375.0216	6590.9759	3450.0225	15151.2857	8109.0665	3236.0312	3054.317	6866.1211	3637.6272	8937.6622	7109.1386	38218.3737	13777.1229	40406.5572	7513.5736	3310.415	9295.5861	80489.4679	12307.757	14417.3291	16527.1185	4983.0492	7264.8438	9925.518	14411.5257	12051.9203	73292.4046	13834.9889	88652.8704	9740.2768	12686.2023	43495.8514	7235.4802	7244.4321	34355.2108	5295.7692	38293.0642	16070.3715	7966.7244	16969.1121	11852.1404	10724.6223	2284.8578	3607.44	51506.3059	3806.0068	12341.4101	3323.4252	6616.9345	15737.3329	10244.4763	15259.5149	12571.4787	28164.1023	5344.5312	62109.392	4878.8657	1828.9224	14388.0907	15288.1531	10122.6574	75334.3256	13849.2563	39795.0106	9441.3788	19459.9708	5123.7288	16133.5211	4190.3561	3564.2937	4472.9932	247448.2001	11381.1436	4947.8979	112471.0008	8071.4794	90700.3892	8356.4736	22390.7216	27822.4877	9939.3157	12783.2086	14399.5722	13949.6299	6499.3855	4093.8532	9467.7956	13394.8429	8114.4521	50656.7416	234183.5047	12751.5679	7282.0719	14932.2539
A4GALT|53947	228.3284	1031.8574	450.0598	835.5953	830.4509	75.3764	901.5444	81.383	322.4752	126.9889	485.6067	75.1291	297.6879	138.1852	124.9307	433.9533	559.9915	60.2889	237.5915	150.4149	318.2429	370.257	309.5359	290.4388	86.8184	188.2509	49.6958	403.0757	542.6731	680.645	168.0785	67.971	531.6147	111.9744	247.8244	210.9839	326.2753	295.5572	51.7359	292.916	124.2574	131.0719	274.7664	96.6387	518.6678	49.14	30.837	845.3935	294.9267	112.0868	101.9986	1273.8737	302.7437	278.3533	214.5749	124.837	212.1845	178.2403	258.6588	70.6591	428.8626	340.1693	557.3735	171.4439	223.1038	259.1327	374.2065	221.2182	295.3519	87.5324	442.1682	79.7353	85.625	241.5356	639.6911	412.0032	105.9037	62.603	100.5349	230.303	134.1537	303.0433	55.5307	96.6387	439.2595	383.5239	106.0975	66.5362	37.0384	114.925	224.5604	1133.2875	1722.6543	106.4446	87.0218	120.6581	73.7829
A4GNT|51146	0	6.4405	0	0.3085	0	0.3607	0.3861	0	0.8835	1.2008	0.2553	0.313	0.3211	0	0.3696	1.2717	3.3888	1.1998	0	0	3.6475	2.448	0.4062	2.6195	1.0588	0.9943	1.3709	0.8094	0	1.5295	0	0.3674	0.5427	2.2698	0	3.3543	1.4437	0.6842	0	0.4778	0	0.923	0.9346	1.2358	0.3839	0	1.4684	0.3143	1.8038	0.5165	6.2026	0	0	0.3541	0	0	0	0.6553	5.1584	0.6337	0.5436	1.8961	0.8555	0	0.3174	1.1603	10.6916	0.6693	0.5312	0.5759	2.5608	0.6303	0	0	1.3432	0	0.8541	0.8237	0	1.9139	0.6002	1.2905	0	0	1.5426	0.8471	0.2496	1.5656	1.0814	3.3901	0.5765	0.3435	0.2803	5.0688	3.0008	0	1.0061
AAA1|404744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3839	0	0	0	0.451	0	0	0	0	1.0624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3354
AAAS|8086	410.7188	526.7395	650.1196	469.7717	428.6597	581.0116	625.8687	348.9362	487.983	765.2357	371.2261	644.8584	688.8247	752.6485	744.0399	550.9458	620.1419	1087.8996	477.6241	813.278	349.2465	630.355	647.1006	430.2554	544.7327	535.587	331.077	390.5301	466.5862	449.6845	619.2599	735.1888	451.8318	484.2134	676.4515	551.4428	540.4235	450.8615	412.8659	539.9594	503.3283	515.9802	605.1402	367.0292	501.3917	521.7774	996.0842	437.1533	657.0462	626.0331	982.7705	628.6828	375.5302	606.9942	526.9617	372.4246	476.1732	475.7443	249.0789	498.0989	374.5074	468.349	542.4019	416.8229	508.0927	433.5639	666.8894	520.415	504.6481	691.909	694.8357	1015.1276	753.75	349.5708	417.73	447.283	721.2555	763.5914	647.1752	455.8214	720.2881	400.6882	969.3238	640.4562	635.1716	374.2058	407.9136	491.1937	573.6899	697.6862	597.5786	347.6469	622.5212	360.2462	444.8612	372.3339	829.3871
AACSL|729522	6.8056	0	0.8971	0.6169	33.6628	15.5081	3.861	0	2.0615	3.0021	0	38.5037	0.3211	0	0	10.8091	0	10.798	0	0.5187	3.0396	0.612	0	0	1.0588	0.6629	0	0	0	0	0	12.8594	0	0.3783	0	21.1319	0	0.3421	2.0422	0.4778	9.1618	0.4615	0	8.6505	0	0	0	1.5714	0	0	0	0.4586	0	1.0624	5.5019	1.3909	0	18.0206	1.1054	17.744	11.4146	0	0.8555	0.3572	2.2215	6.1882	0	0	2.1248	0.2879	0	0.3152	0	16.9769	0	0	0	0	0	0	3.3013	2.3658	42.0958	10.8043	0.3857	0	0	0	0.8111	1.6951	0.5765	1.3741	0	0	3.7509	19.5003	7.3783
AACS|65985	462.7818	768.2576	1008.3732	847.9334	1278.8758	1914.7056	955.9846	677.6596	505.9474	1791.6542	1025.8505	705.9008	889.21	2927.2225	1024.5796	529.3276	1050.9372	856.0423	1266.8836	904.0456	648.644	462.9743	1102.0615	613.294	4193.2239	654.2381	1291.0633	571.8333	2493.1562	859.0912	1185.0201	1030.9543	566.0787	831.1069	306.5333	563.1828	959.5765	1130.2324	834.5813	836.2203	817.6938	591.208	743.4579	525.2101	812.7459	800.5352	1041.116	873.6781	1783.991	839.3595	750.1723	316.8635	1099.7954	1274.9004	316.0548	416.9347	819.9971	1019.9668	1710.3906	1717.0469	1429.5421	396.2953	617.2602	638.2713	563.948	860.5527	592.4936	1636.8809	1625.7636	450.3311	736.2356	2421.6829	1149.375	922.5427	383.143	1307.3804	1178.6057	1846.3756	1904.0082	936.2041	1204.6819	769.9753	923.4214	2193.8776	637.8712	880.7709	637.5835	547.9452	506.9126	845.4954	1439.8962	672.2776	1746.1986	745.4743	253.5634	1263.2541	364.2193
AADACL2|344752	0	0	0	0	9.5738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3274	0	0	0	0	0	0	0.4458	0	0.2714	0.7566	0	0	0	0	0	0	0	0	0	0	0.7678	0	0	0	1.3529	0	0	0	0.3999	0	0	0	0.7096	0	0	0.3169	0	0	0	0	0	0	0	0	0	0	0.4268	6.9335	0	1.5434	0	0	0	0	0	0	0	1.5055	0	0	0.3857	0	0.2496	0	0	0	0	0	0	0	0	118.2206	0
AADACL3|126767	0.3403	0	0	0	0	0	0.3861	0	0	0	0.2553	0	0.3211	0	0.3696	0	0.4236	0	0	0	0	0	0	0.3274	0.5294	0	0	2.0235	0	0	0	1.1022	54.5455	0	0	0	0	0	0	0.4778	0.2863	0	0	0	0	0	0	0	0	0	0	0	0.3999	0	0.6113	0	0	0	0	0	0	0	0	0.7143	0.3174	0	0	0	0	0	0.8536	0	1.25	0	0	0	0.427	101.7298	0	0.319	0.6002	0.2151	0.4478	0	0	0	0	12.5245	1.3518	0.678	0	0	0	0	0	0	0
AADACL4|343066	0	0	0	0	0.6177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5187	0.304	0.612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4615	0	0	0	0	0	0	0	0	0	0	1.1998	0	0	0	0	0	0	0	0	0	0	0	0.6347	0	0	0	0	0	0.4268	0.3152	0	0	0	0.4055	0	0	0	0.319	0	0	0.2239	0	0	0.2118	0	0	0.2704	0	0	0.687	0	0	0	0.6094	0
AADAC|13	15.6529	0	5.9809	4.0099	2.7795	1.082	0	0.266	0.589	0	0	0.6261	5.4592	0	0.3696	0.3179	1.6944	0	0	0	8.2068	0	0	1.6372	3.7057	2.6514	0	0	0	0	12.0374	1.1022	18.4532	41.9904	2.0782	0.6709	158.8065	6.4995	0	2.3892	0.2863	0	1.8692	15.8181	6.5265	0	0	0.6285	1.3529	0.5165	0	0	16.7969	1.0624	5.5019	0.3477	3.5482	0	1.1054	0.3169	0	3.0338	5.9887	5.0004	0	1.5471	20.0468	0	0	0	2.9876	0	0	8.1026	0	0	0	16.8863	0	3.5088	1.5006	1.5055	0.2239	1.2005	0	0	0.7489	0	0.8111	0	1.1531	4.1223	0	0	0	19.5003	0.3354
AADAT|51166	363.4198	110.8683	89.1148	88.2171	146.6955	200.8836	53.2819	181.117	365.4719	120.3843	68.6794	268.8997	155.7482	4.1456	174.4594	161.8185	174.9444	284.9475	56.9569	74.6888	339.5199	134.9449	249.8223	256.7125	249.8677	57.6684	114.4718	36.8272	72.0612	102.4791	24.5207	239.9192	7.5984	214.4914	961.6833	309.5996	97.6901	173.7767	185.5003	178.2344	308.6393	238.1447	82.243	18.0425	129.379	461.9159	1.4684	130.7374	173.6189	355.8884	168.5045	49.0657	45.5915	48.1629	132.6574	159.6105	197.6367	164.4791	141.4886	115.019	64.1391	86.4644	115.0679	219.3053	152.3326	45.2515	92.2152	35.4752	266.9323	803.628	18.3525	425.78	81.875	227.6454	117.1927	47.0397	22.2056	308.0725	317.4324	143.5407	68.4274	31.4012	219.4357	261.1044	111.0683	106.0991	101.6039	3.1311	802.6792	200.356	131.7383	59.7733	114.9184	216.8718	274.5686	226.691	348.4566
AAGAB|79719	724.798	1107.303	2083.433	883.4053	1681.2847	707.2401	968.3398	1346.2766	869.3578	1531.9724	869.8538	976.6787	765.5748	461.0778	1550.1756	946.4314	767.5527	837.1458	956.0618	569.5021	906.3995	914.0147	1327.5109	1261.2967	1204.3409	1666.7495	919.5442	802.5091	1569.2432	1240.4563	1327.2403	921.466	1235.5495	1383.7911	579.296	823.1391	1131.8576	1341.2958	868.9585	885.9157	1301.2669	753.2018	762.6168	1238.5072	1354.4486	1436.6747	1021.0475	734.141	660.6539	905.4752	968.9869	934.9994	1029.4085	1243.0279	593.5961	1241.763	1060.2127	655.9504	1918.9388	915.3992	1796.9833	890.8112	825.5802	1178.6767	1226.5947	924.7558	1240.2272	1414.6586	866.1355	931.4714	2094.7503	1959.6596	718.75	850.0048	1331.7663	879.1565	728.088	1079.9012	1238.6605	953.748	571.7287	977.5245	939.0954	625.4502	1054.7628	1462.9394	1341.0722	1175.3425	1379.6133	1318.4168	1635.3416	1495.0189	694.2751	377.2629	750.1875	1144.4241	1242.5714
AAK1|22848	679.2003	902.5877	722.488	676.7428	866.2755	501.668	733.5907	1541.2234	977.4385	1154.6082	1061.3391	368.7588	1152.5369	457.3929	572.907	1472.262	873.8748	614.2868	903.1733	692.9461	1384.8277	1126.071	1203.2091	1621.48	713.6051	1028.4199	1342.1301	1420.4775	714.1707	1000.8285	950.5127	1349.8668	998.1004	1362.2285	615.6644	986.4923	935.0337	654.7412	1140.2314	619.7587	947.9636	767.5089	767.2897	1632.4765	830.0221	791.1539	686.7352	833.7655	541.6009	522.7273	1075.1206	634.1855	1239.7694	893.4927	422.4252	787.9684	655.0042	630.3939	1959.101	1045.6274	1571.9527	1690.9864	849.107	1569.4258	1178.6734	1062.4442	1410.8475	854.7523	1829.4821	738.8425	1419.5476	511.1882	506.25	851.934	1034.587	1256.2855	981.3174	668.0395	757.9688	1126.9537	824.7299	1277.7718	418.4953	819.928	904.3579	1183.3969	1089.1843	1255.5773	676.6945	905.1615	638.8008	693.9196	1062.0139	703.4757	1116.2791	1168.7995	757.9518
AAMP|14	2994.1302	1600.9201	4421.6507	2584.8242	2756.0222	4146.7857	3681.8533	2764.0957	2269.6953	3110.7775	1647.5394	1533.2603	2141.2974	6355.1359	2419.8854	2139.2465	1645.6635	3803.5992	1453.214	2669.6058	1904.898	2163.4027	2282.5226	1537.0007	1239.8094	2088.3255	1679.3762	2427.762	3980.2738	2905.8696	2371.8235	1555.2494	2157.6662	1892.2152	6028.3154	1866.6541	3127.5265	1233.8827	2617.4268	2144.5466	1928.5663	2045.4598	2792.9907	1275.5808	1709.1851	1387.5347	2963.2893	2245.7927	2615.5581	2852.7893	2959.683	2840.7658	1391.7411	1694.5551	1530.7565	2184.4736	1503.7421	2433.4384	1852.2476	3512.3574	2049.1915	2784.6856	2286.3865	1471.56	3609.013	1947.7499	1791.7363	1371.1513	1701.1952	2788.3674	2235.1686	1555.9408	2016.25	2959.3904	1048.3546	2120.438	1457.457	2957.5783	1730.7833	3545.7735	3343.3373	1795.0317	3695.9248	1954.3818	2743.5403	3140.4066	1651.3761	2227.3973	2028.4615	919.3999	4101.7584	2329.0965	3845.0004	1206.7343	978.2446	2609.3845	2873.1739
AANAT|15	0	0.9201	0.299	0.6169	0.3088	1.8033	1.1583	0	0	0.9006	0.7659	0	0.3211	0	0	0.3179	0.4236	0.8998	0.4068	1.556	0.6079	0	0.4062	1.3098	0.5294	0.6629	2.0564	0	0.8052	0	1.3375	0.3674	0.8141	0	0	0.3354	0	0.3421	0	0.4778	0.5726	0	0.9346	0.4943	0.3839	0	0	0	0.9019	1.5496	1.0338	0.4586	1.5997	0	0	0	0	0.9829	0.7369	0.3169	0.5436	0	0.4278	0.7143	0	0.3868	0	0	0.2656	0.2879	0	0	0	0.7717	0	0	0.427	0	0	0.319	0	0.4302	0.4478	0.6002	0.3857	0.2118	0.4993	1.1742	0	1.017	0	0	0	0	0	0	0
AARS2|57505	812.2025	332.1449	389.9462	228.2387	376.0964	536.6369	735.8958	359.8005	1300.4409	569.7929	606.1071	302.041	438.9082	370.7877	535.9342	543.9421	558.6742	1126.8534	1232.2742	783.5685	549.5024	767.9988	391.1811	636.5062	354.1556	661.1418	768.6608	2097.0417	568.0032	481.5397	925.0869	575.3027	391.3107	453.9501	661.3846	607.0869	540.3705	761.347	493.8053	361.2472	454.6274	451.6857	469.6262	391.9797	549.3694	272.0569	456.6765	425.5095	923.531	1011.875	469.328	403.9803	582.6476	510.247	459.716	589.401	535.3577	387.9249	299.1857	653.0323	343.5249	356.4762	472.6468	650.0438	590.5427	359.6762	421.8599	638.5475	1507.2244	680.3023	269.7397	351.0652	402.5	337.9917	622.5386	533.6496	413.7504	512.3558	582.9677	982.0734	336.1164	452.0895	503.3565	380.5462	571.5349	675.5316	699.1924	964.7397	969.7468	625.3954	482.5425	425.2422	665.3914	514.4605	399.0398	1174.1499	979.6158
AARSD1|80755	654.0196	367.1075	361.8421	362.739	436.0716	1213.9573	640.9266	416.2234	156.0839	654.4581	534.8822	467.0527	373.4746	455.0898	518.5733	275.6319	339.299	541.1003	277.8682	631.7427	432.2267	513.7699	1693.5107	318.2711	385.3891	398.0446	208.7225	322.1368	501.2077	523.3573	578.6893	205.75	257.5305	515.6116	1400.1818	311.9476	619.3455	342.7642	351.5997	842.91	961.7064	533.9795	569.6262	199.9506	438.4298	409.2021	529.6133	673.8007	531.2289	413.7397	465.541	391.1498	334.7377	732.7136	321.5567	387.3772	380.016	707.3911	509.9484	433.1432	508.7648	528.6466	390.1187	276.0961	457.6325	264.5475	453.0571	286.8139	651.7928	684.9986	313.7004	421.9981	444.375	465.7085	362.6595	330.4947	673.001	476.112	515.2781	524.0829	716.0864	748.6827	369.4581	847.539	481.6815	403.6425	336.2666	803.5225	366.8695	550.8941	658.9795	240.4672	403.6157	284.5764	303.0758	295.5515	307.876
AARS|16	3894.8533	7558.3669	5653.4091	8485.1943	5565.4725	2826.4358	4080.695	2437.766	2803.9145	4944.7613	6981.8089	3956.4877	4396.9171	6344.0811	6850.1201	2730.8854	6741.5016	3198.3107	6912.1237	2475.6224	3547.1772	6633.7209	3696.5573	5369.0242	1992.5887	10963.6258	2812.0984	5798.0575	4971.8196	7380.7915	3016.4958	6095.7105	4046.133	3990.9777	1732.6926	4779.1713	2543.3109	4173.0343	3615.3846	5914.2277	4760.4323	4878.7354	2614.9533	1652.2491	5747.5765	3069.4627	2735.1933	5164.7575	3327.6212	3668.3884	8858.0289	6834.8045	7037.0911	2199.9115	2766.8546	7121.6204	5303.9019	3507.7947	10583.2719	2563.3714	4557.1409	2779.3763	3923.8584	3069.917	5360.5205	4242.8151	2628.3551	3712.5167	3507.5697	3958.8252	1673.4955	2856.6026	1812.5	2957.4612	3181.6655	3317.5182	6896.1247	2185.3377	6873.0124	4510.6858	8330.1321	2726.7448	4527.9893	2185.4742	2923.2549	5334.1804	6970.4799	7099.0215	2652.4371	4755.6573	6565.0043	4122.9818	6723.285	4795.8001	2424.6062	3870.8105	2959.7011
AASDHPPT|60496	777.8818	1364.9224	1399.8206	532.6959	953.6751	1193.0394	613.5135	1855.8324	578.9829	578.505	1037.5949	914.9883	618.8182	1186.0894	729.2552	1093.3079	887.8534	1072.3024	1024.8169	578.3195	755.6369	721.8482	535.7977	1067.0923	1006.3526	626.7296	708.4226	518.4136	787.4396	545.5357	597.86	939.4691	676.2551	932.8674	476.4255	1930.0499	739.6535	668.0823	620.4901	1039.7802	775.6066	707.9543	972.4299	1442.1651	633.0742	1329.4602	717.0827	705.5422	622.3224	1195.2479	1126.4645	748.8249	758.259	1447.7202	692.0193	689.5592	761.0964	1068.1147	1105.0111	779.4677	887.077	656.8263	738.3168	877.5784	652.1739	609.9288	839.2917	564.2303	577.6892	848.5459	744.7717	1605.7233	816.25	935.6612	614.8422	613.9497	486.8154	1274.2998	1238.6371	406.0606	1023.4094	986.7728	1144.6485	675.8703	669.4948	877.5942	976.8458	931.4599	2590.5261	652.5977	828.1839	671.247	729.5915	811.0065	1608.4021	1390.6155	1404.8938
AASDH|132949	200.4254	339.5055	480.8612	321.4065	229.4626	291.0468	222.3938	1796.8085	363.4104	353.6476	394.9703	377.5239	122.6718	150.6218	165.219	328.0877	227.8937	196.7637	163.9544	204.8755	206.0828	328.3354	130.8013	323.1827	236.1038	162.3995	549.7387	217.7256	190.0161	539.1626	135.9786	200.9736	231.7503	318.5216	99.7532	425.6575	154.4755	255.8759	239.2784	137.1401	209.577	185.5313	83.6449	478.003	124.7721	230.958	240.8223	315.5298	126.7193	125.5165	356.306	208.6438	217.9595	270.5622	407.1421	411.7187	191.6047	218.8686	636.6986	655.8935	272.3196	237.0187	236.98	252.5225	349.0955	536.0567	257.0442	192.7711	294.0239	159.5163	181.3914	270.7217	89.375	113.4369	287.4412	252.2303	243.4077	154.4481	240.0528	211.4833	401.8607	366.0609	294.223	105.042	445.0444	277.4248	320.7889	290.0196	428.2398	240.3594	353.416	230.505	180.7862	313.1789	595.6489	229.738	204.9153
AASS|10157	439.983	57.5043	87.0215	219.0006	193.3292	313.7679	145.1737	417.2872	51.2426	171.7202	151.1457	101.4243	159.9229	186.0894	223.2489	211.0952	596.8442	803.252	25.2238	200.7261	229.7914	142.9009	59.3074	158.8081	29.6453	79.8741	38.043	63.9417	126.8116	138.1684	65.0914	145.4946	68.6567	125.5929	88.3232	233.1221	179.9808	78.3363	18.7202	183.4906	256.8177	88.1505	283.1776	139.3969	86.3807	166.6293	372.002	306.7301	20.7441	190.0826	211.5782	28.4306	97.1819	187.3395	265.9261	70.938	109.6405	143.5096	153.6478	152.4081	232.0968	151.3128	136.8838	84.2932	279.2764	157.0267	243.2342	116.8005	132.2709	37.7196	168.1605	49.7951	223.125	206.4242	182.3371	323.601	24.3408	11.5321	70.9313	92.823	67.527	196.7954	138.6028	111.0444	170.0733	58.4498	88.6226	55.1859	231.1521	125.4344	61.401	91.034	87.4501	53.9464	432.8582	183.4247	148.9073
AATF|26574	1450.6168	890.1668	1472.7871	1074.6453	1301.4206	2395.8164	1548.6486	1579.7872	1531.0946	1124.5872	1807.3658	1454.0617	1309.2486	647.1672	1257.4386	1429.0256	917.0814	1337.7535	2634.2555	857.3651	1067.1927	2179.6206	1478.6229	1119.5154	705.6644	895.186	795.8187	1007.6892	956.5217	863.17	1796.7008	1118.7655	1309.0909	1898.6462	1834.524	815.4243	1074.1097	736.4983	1163.0361	1412.4955	2254.0978	1396.1001	2380.3738	655.215	1968.3271	1521.5529	967.2051	1527.6796	1498.5344	1314.5661	862.164	1336.2375	1594.9033	1201.9478	1664.6366	1100.5825	904.4451	1669.0367	1541.636	1123.891	1232.7762	1643.5826	1401.7752	1531.9225	1014.5985	1012.5515	1177.8594	1036.4793	1508.8977	1694.7884	967.9898	1714.4658	697.5	1330.7611	1076.2257	1109.0835	1316.1097	2289.1269	1093.8668	917.3844	1190.2761	1495.6447	1002.4631	1135.6543	1349.4022	1118.8056	1069.7123	1353.0333	1328.7869	2056.4455	1296.0507	794.9158	1415.7382	1030.0507	1585.8965	1998.1718	760.2994
AATK|9625	100.8082	124.6694	10.1675	24.6761	24.3978	114.3269	47.8764	13.8298	27.0938	629.8409	124.5931	25.9884	15.0931	101.7964	35.4833	43.2364	29.6516	49.4909	19.9349	49.3205	83.8921	23.8678	34.9345	30.1244	9.5289	21.5428	28.8099	30.3521	43.4783	29.3162	29.4249	5.1437	62.6866	69.984	58.7089	38.9096	75.0722	31.8134	13.2743	50.1732	24.0498	11.538	61.6822	16.0652	51.4445	12.5084	563.3872	43.7059	13.5558	35.6405	46.5196	24.7805	12.3977	15.228	108.2044	35.8376	19.8701	73.3931	28.3714	277.5665	80.9893	77.0481	39.7818	17.5016	37.8769	43.747	73.0594	41.834	53.3865	46.3576	26.4618	59.8802	20	82.9555	35.2586	55.9611	58.5033	55.6013	45.4312	35.4067	24.91	24.5188	60.9046	33.0132	43.5789	33.4604	13.4806	54.4031	140.9271	35.5962	54.7708	31.2917	44.6164	56.8429	63.0158	22.5472	43.599
ABAT|18	436.9205	74.0656	40.6699	132.6342	145.1513	87.6386	125.4826	157.1809	55.3656	1342.84	96.7639	25.9822	150.289	85.6748	56.5515	277.5393	520.5973	725.8663	46.786	67.4274	218.2411	135.8629	118.2086	183.3661	35.9979	38.777	128.5237	138.8102	42.2705	137.6585	95.4079	107.6513	124.0163	392.6668	54.033	240.837	290.1829	183.0128	228.3867	91.7453	240.4982	77.5355	509.3458	86.0109	96.7463	42.8858	3875.673	109.6812	101.0147	103.8223	69.6072	48.1486	186.3653	1979.9911	160.167	78.9359	155.7675	30.7989	153.6478	306.4005	476.1517	173.3081	221.1528	72.8636	272.9292	149.2914	595.612	124.8327	424.17	80.0461	561.6731	57.9893	39.375	38.1981	147.4144	181.6707	58.5033	18.5338	87.0521	117.3844	39.3157	153.3498	341.6928	284.5138	138.8353	242.2702	91.6183	78.6693	166.5377	289.5161	28.8268	120.5771	68.951	92.3244	251.3128	201.7063	111.0098
