	SL27417 (norm counts)	SL27417 (RPKM)
CTSS	29.96110759	0.217408745
CTSW	3.745138449	0.085046802
CTSZ	7773.034851	151.9396404
CTTN	13866.37511	128.4310551
CTTNBP2	0	0
CTTNBP2NL	1153.502642	5.715306677
CTU1	492.485706	6.835636679
CTU2	1396.936641	24.29724818
CTXN1	376.3864141	8.716656447
CTXN2	0	0
CTXN3	0	0
CUBN	1.872569224	0.004608553
CUEDC1	286.5030913	3.834472637
CUEDC2	1651.606056	40.63374255
CUL1	6846.113085	62.73257031
CUL2	2335.093823	16.20539722
CUL3	3951.121064	17.04869195
CUL4A	6233.782948	48.72769701
CUL4B	2728.33336	15.19233123
CUL5	2720.843083	12.47761318
CUL7	644.1638132	3.434353654
CUL9	690.9780438	2.610452713
CUTA	4166.466524	119.2885616
CUTC	898.8332277	19.31482329
CUX1	3793.825249	36.89377266
CUX2	7.490276898	0.032063966
CUZD1	0	0
CWC15	2441.830269	45.47790933
CWC22	1245.258534	11.15851093
CWC25	777.1162282	9.782031799
CWC27	1278.96478	18.07837309
CWF19L1	1082.345012	12.06872241
CWF19L2	661.0169362	5.919606863
CWH43	5.617707673	0.066852192
CX3CL1	1.872569224	0.01672327
CX3CR1	1.872569224	0.017185762
CXADR	181.6392148	0.997265287
CXADRP2	0	0
CXADRP3	0	0
CXCL1	382.0041218	9.575758849
CXCL10	1.872569224	0.045119714
CXCL11	0	0
CXCL12	0	0
CXCL13	0	0
CXCL14	14.9805538	0.222184229
CXCL16	662.8895055	10.28614403
CXCL17	5.617707673	0.193233546
CXCL2	149.805538	3.64871349
CXCL3	37.45138449	0.951872819
CXCL5	0	0
CXCL6	0	0
CXCL9	0	0
CXCR1	43.06909216	0.506343458
CXCR2	3.745138449	0.039591018
CXCR2P1	0	0
CXCR3	0	0
CXCR4	1.872569224	0.030670271
CXCR5	1.872569224	0.018922178
CXCR6	1.872569224	0.028029264
CXCR7	9.362846122	0.130326724
CXXC1	1904.402901	0
CXXC11	0	0
CXXC1P1	0	0
CXXC4	0	0.928153106
CXXC5	391.3669679	22.30636696
CXorf1	0	0
CXorf21	0	0.162995808
CXorf22	0	0
CXorf23	205.9826147	0.105978863
CXorf26	908.1960739	0
CXorf27	0	6.353936144
CXorf28	3.745138449	4.367772137
CXorf30	0	12.32974766
CXorf31	1.872569224	0
CXorf36	0	0
CXorf38	923.1766277	0
CXorf40A	279.0128144	0
CXorf40B	563.6433366	0
CXorf41	0	0
CXorf48	0	7.451698803
CXorf49	0	0.934538312
CXorf49B	0	0.035625468
CXorf51A	0	0
CXorf51B	0	0
CXorf56	591.7318749	0
CXorf57	119.8444304	0
CXorf58	1.872569224	0
CXorf59	0	0
CXorf61	0	0
CXorf64	0	18.88446181
CXorf65	0	0
CXorf66	0	0
CXorf68	0	0
CXorf69	0	7.914947733
CYB561	1964.325116	19.24342939
CYB561D1	316.4641989	1.849836027
CYB561D2	747.1551206	18.24360558
CYB5A	1456.858857	51.074433
CYB5B	4151.485971	28.31975056
CYB5D1	1119.796396	8.739092964
CYB5D2	232.1985838	5.192152822
CYB5R1	1880.059501	33.60087748
CYB5R2	9.362846122	0.204201245
CYB5R3	9705.52629	95.33563378
CYB5R4	971.8634275	12.72145383
CYB5RL	185.3843532	1.535836667
CYBA	5.617707673	0.228807922
CYBASC3	2567.292407	24.70288734
CYBB	22.47083069	0.152432316
CYBRD1	853.8915664	5.868769735
CYC1	23167.42645	562.3973199
CYCS	23356.55594	123.2316478
CYCSP52	0	0
CYFIP1	7859.173035	59.49023772
CYFIP2	915.6863508	4.061514381
CYGB	5.617707673	0.075881258
CYHR1	1247.131103	30.47721525
CYLC1	0	0
CYLC2	0	0
CYLD	810.8224742	2.762002269
CYMP	0	0
CYP11A1	0	0
CYP11B1	0	0
CYP11B2	0	0
CYP17A1	1.872569224	0.029369008
CYP19A1	0	0
CYP1A1	7.490276898	0.084098567
CYP1A2	0	0
CYP1B1	578.6238904	3.281105606
CYP1B1-AS1	3.745138449	0.06249725
CYP20A1	490.6131368	1.310841215
CYP21A1P	0	0
CYP21A2	0	0
CYP24A1	31.83367682	0.2946115
CYP26A1	0	0
CYP26B1	513.0839675	3.31351517
CYP26C1	0	0
CYP27A1	11.23541535	0.143656112
CYP27B1	1350.122411	15.9111995
CYP27C1	69.28506131	0.432616732
CYP2A13	0	0
CYP2A6	0	0
CYP2A7	0	0
CYP2B6	0	0
CYP2B7P1	0	0
CYP2C18	0	0
CYP2C19	0	0
CYP2C8	0	0
CYP2C9	0	0
CYP2D6	0	0
CYP2D7P1	9.362846122	0.163629843
CYP2E1	3.745138449	0.065965131
CYP2F1	0	0
CYP2G1P	0	0
CYP2J2	14.9805538	0.236732006
CYP2R1	361.4058603	6.543225686
CYP2S1	28.08853837	0.314041501
CYP2U1	458.77946	2.822382113
CYP2W1	0	0
CYP39A1	84.2656151	1.08886248
CYP3A4	0	0
CYP3A43	0	0
CYP3A5	16.85312302	0.267118503
CYP3A7	0	0
CYP3A7-CYP3AP1	0	0
CYP46A1	0	0
CYP4A11	0	0
CYP4A22	0	0
CYP4B1	74.90276898	1.020006406
CYP4F11	441.926337	4.069267555
CYP4F12	80.52047665	1.328507919
CYP4F2	11.23541535	0.139799983
CYP4F22	0	0
CYP4F24P	1.872569224	0.022229713
CYP4F3	151.6781072	1.488905065
CYP4F30P	0	0
CYP4F35P	1.872569224	0.019040771
CYP4F8	0	0
CYP4V2	237.8162915	1.47986509
CYP4X1	7.490276898	0.093279477
CYP4Z1	0	0
CYP4Z2P	0	0
CYP51A1	8295.481664	79.14242531
CYP7A1	0	0
CYP7B1	0	0
CYP8B1	0	0
CYR61	389.4943987	4.97137213
CYS1	0	0
CYSLTR1	0	0
CYSLTR2	0	0
CYSTM1	1106.688412	35.63273453
CYTH1	1131.031812	10.01965613
CYTH2	3138.42602	19.95258879
CYTH3	2035.482747	13.34591301
CYTH4	1.872569224	0.01749923
CYTIP	0	0
CYTL1	0	0
CYYR1	0	0
D21S2088E	0	0
D2HGDH	558.0256289	6.32614823
D4S234E	308.973922	3.160988059
DAAM1	1627.262656	11.2343608
DAAM2	1.872569224	0.008832285
DAB1	0	0
DAB2	33.70624604	0.216099162
DAB2IP	3851.874895	25.21569988
DACH1	0	0
DACH2	0	0
DACT1	0	0
DACT2	0	0
DACT3	0	0
DAD1	3031.689574	127.5722857
DAG1	3512.939865	18.18635619
DAGLA	84.2656151	0.42886532
DAGLB	1602.919256	17.32116188
DAK	1263.984227	8.740809392
DALRD3	773.3710897	10.13686875
DANCR	3722.667618	127.5985513
DAND5	1.872569224	0.031609881
DAO	0	0
DAOA	0	0
DAOA-AS1	0	0
DAP	2894.992021	36.16045956
DAP3	5892.975349	84.40117166
DAPK1	215.3454608	1.063732365
DAPK2	86.13818433	0.961588034
DAPK3	1640.370641	22.84413059
DAPL1	0	0
DAPP1	149.805538	1.494128236
DARC	9.362846122	0.168417288
DARS	4209.535617	53.3096661
DARS2	5123.349398	44.91696656
DAXX	2857.540637	32.45166345
DAZ1	0	0
DAZ2	0	0
DAZ3	0	0
DAZ4	0	0
DAZAP1	10450.80884	137.7245065
DAZAP2	4572.814046	64.34160354
DAZL	0	0
DBC1	0	0
DBF4	2016.757055	15.12088463
DBF4B	878.2349663	8.375998961
DBH	0	0
DBI	6134.536779	266.1937089
DBIL5P	16.85312302	0.183918476
DBIL5P2	1.872569224	0.032338908
DBN1	5130.839675	50.18829543
DBNDD1	262.1596914	3.649148275
DBNDD2	5.617707673	0.136371804
DBNL	5934.171872	79.45761627
DBP	191.0020609	3.40322119
DBR1	1031.785643	11.23470786
DBT	1331.396719	3.598769107
DBX1	0	0
DBX2	0	0
DCAF10	1756.469933	6.487241386
DCAF11	1896.912624	14.42979933
DCAF12	2460.555961	19.62212255
DCAF12L1	0	0
DCAF12L2	0	0
DCAF13	6638.257901	73.71051567
DCAF15	1599.174118	20.80225826
DCAF16	898.8332277	5.775323398
DCAF17	810.8224742	4.147599484
DCAF4	936.2846122	10.89778665
DCAF4L1	14.9805538	0.091695818
DCAF4L2	0	0
DCAF5	1589.811272	7.769016787
DCAF6	3376.242312	28.61623087
DCAF7	6351.754809	29.22972532
DCAF8	3344.408635	25.24362286
DCAF8L1	0	0
DCAF8L2	0	0
DCAKD	561.7707673	8.049817482
DCBLD1	511.2113983	7.605211669
DCBLD2	4050.367233	19.4641858
DCC	0	0
DCD	0	0
DCDC1	0	0
DCDC2	0	0
DCDC2B	13.10798457	0.285668399
DCDC5	0	0
DCHS1	33.70624604	0.091744961
DCHS2	0	0
DCK	1475.584549	16.58654874
DCLK1	31.83367682	0.12327078
DCLK2	0	0
DCLK3	0	0
DCLRE1A	790.2242127	5.175400185
DCLRE1B	1071.109596	8.266351332
DCLRE1C	432.5634909	3.388480843
DCN	192.8746301	3.776442925
DCP1A	992.461689	4.828906951
DCP1B	82.39304588	1.155133995
DCP2	505.5936906	1.464343472
DCPS	2586.018099	51.2695954
DCST1	5.617707673	0.073141008
DCST2	5.617707673	0.068242629
DCT	0	0
DCTD	3696.451649	53.3210049
DCTN1	4379.939416	29.08993257
DCTN2	4361.213724	74.78660164
DCTN3	1874.441794	63.02795454
DCTN4	3705.814495	27.79193629
DCTN5	3155.279143	12.55715214
DCTN6	2323.858408	60.64718583
DCTPP1	4908.003937	128.316589
DCUN1D1	1108.560981	10.29366465
DCUN1D2	582.3690288	5.627751177
DCUN1D3	301.4836451	3.073054116
DCUN1D4	1380.083518	9.591364554
DCUN1D5	6368.607932	14.61678739
DCX	0	0
DCXR	2479.281653	88.51230281
DDA1	2524.223315	18.10302209
DDAH1	181.6392148	1.327607074
DDAH2	217.21803	4.791141116
DDB1	17851.20242	120.9262342
DDB2	1704.037994	27.07477422
DDC	9.362846122	0.152156632
DDHD1	1020.550227	2.313028787
DDHD2	2870.648621	18.57161015
DDI1	0	0
DDI2	282.7579529	3.092677568
DDIT3	97.37359967	2.845047382
DDIT4	31198.87585	520.9310129
DDIT4L	3.745138449	0.041569816
DDN	187.2569224	1.461386783
DDO	0	0
DDOST	8896.576385	122.8410775
DDR1	6971.575223	55.85530942
DDR2	20.59826147	0.18883567
DDRGK1	3866.855449	90.70258468
DDT	0	0
DDTL	54.30450751	0.971732665
DDX1	8581.984756	93.51559074
DDX10	3730.157895	34.33113965
DDX11	1091.707858	8.185214241
DDX11L1	0	0
DDX11L10	0	0
DDX11L2	35.57881526	0.481360563
DDX11L9	0	0
DDX12P	264.0322606	1.986243733
DDX17	7726.22062	47.20307437
DDX18	5338.694859	41.56416992
DDX19A	1977.433101	19.99565743
DDX19B	483.1228599	8.245911224
DDX20	1335.141857	11.14331855
DDX21	21210.59161	149.6902014
DDX23	4834.973738	43.44520346
DDX24	4917.366783	48.8611961
DDX25	1.872569224	0.030212759
DDX26B	239.6888607	1.827118757
DDX27	4499.783846	49.14296167
DDX28	994.3342582	11.19852858
DDX31	1123.541535	11.59811101
DDX39A	7143.851591	136.4444941
DDX39B	7.490276898	0.108340948
DDX3X	13812.0706	75.02925021
DDX3Y	0	0
DDX4	0	0
DDX41	3902.434264	54.60648524
DDX42	4497.911277	33.34693943
DDX43	3.745138449	0.040825004
DDX46	5782.493765	29.85108158
DDX47	3056.032974	51.52775547
DDX49	3151.534005	51.48811874
DDX5	15040.47601	117.2532489
DDX50	2061.698716	23.86376848
DDX51	1557.977595	9.676307472
DDX52	1846.353255	14.16325246
DDX53	0	0
DDX54	5696.355581	38.15851685
DDX55	1374.465811	15.39066663
DDX56	5692.610442	67.27749252
DDX58	280.8853837	1.731271426
DDX59	981.2262736	12.39402637
DDX6	4902.38623	23.04661536
DDX60	183.511784	0.888009802
DDX60L	121.7169996	0.529263114
DEAF1	1885.677209	20.3653436
1-Dec	0	0
DECR1	5495.990674	129.3317882
DECR2	1151.630073	21.36679318
DEDD	1556.105026	19.57076341
DEDD2	1511.163364	23.44892157
DEF6	657.2717978	8.400204724
DEF8	2248.955639	18.77552808
DEFA1	0	0
DEFA10P	0	0
DEFA1B	0	0
DEFA3	0	0
DEFA4	0	0
DEFA5	0	0
DEFA6	0	0
DEFB1	14.9805538	0.948982099
DEFB103A	0	0
DEFB103B	0	0
DEFB104A	0	0
DEFB104B	0	0
DEFB105A	0	0
DEFB105B	0	0
DEFB106A	0	0
DEFB106B	0	0
DEFB107A	0	0
DEFB107B	0	0
DEFB108B	0	0
DEFB109P1	0	0
DEFB109P1B	0	0
DEFB110	0	0
DEFB112	0	0
DEFB113	0	0
DEFB114	0	0
DEFB115	0	0
DEFB116	0	0
DEFB118	0	0
DEFB119	0	0
DEFB121	0	0
DEFB122	0	0
DEFB123	0	0
DEFB124	0	0
DEFB125	0	0
DEFB126	5.617707673	0.399161266
DEFB127	0	0
DEFB128	0	0
DEFB129	0	0
DEFB130	0	0
DEFB131	0	0
DEFB132	0	0
DEFB133	0	0
DEFB134	0	0
DEFB135	0	0
DEFB136	0	0
DEFB4A	0	0
DEFB4B	0	0
DEFT1P	0	0
DEFT1P2	0	0
DEGS1	7568.924805	107.2995862
DEGS2	0	0
DEK	10722.33138	111.4528724
DEM1	16.85312302	0.223711746
DENND1A	1719.018548	14.0816033
DENND1B	685.3603362	8.593707254
DENND1C	310.8464913	3.274792752
DENND2A	7.490276898	0.063513465
DENND2C	275.267676	1.902878147
DENND2D	250.9242761	3.609754936
DENND3	698.4683207	3.763383736
DENND4A	1024.295366	4.133021914
DENND4B	2204.013977	11.37179416
DENND4C	1597.301548	6.66853248
DENND5A	1954.96227	11.59448366
DENND5B	777.1162282	2.422018546
DENR	3943.630787	37.72250467
DEPDC1	2617.851776	15.61633349
DEPDC1B	1559.850164	18.97633111
DEPDC4	37.45138449	0.951872819
DEPDC5	655.3992286	3.58422897
DEPDC7	127.3347073	1.993345673
DEPTOR	114.2267227	1.272231388
DERA	1672.204317	28.47451221
DERL1	5934.171872	55.49057351
DERL2	720.9391514	18.84848789
DERL3	0	0
DES	1.872569224	0.024423892
DET1	117.9718611	1.519030373
DEXI	975.6085659	19.00662687
DFFA	2042.973024	22.01529038
DFFB	471.8874446	4.561616532
DFNA5	2267.681331	29.35445396
DFNB31	93.62846122	0.677130924
DFNB59	20.59826147	0.396530012
DGAT1	2593.508376	20.53656573
DGAT2	823.9304588	10.10136067
DGAT2L6	0	0
DGCR10	1.872569224	0.059055176
DGCR11	44.94166139	0.593060209
DGCR14	778.9887974	4.232371882
DGCR2	4142.123125	27.7439052
DGCR5	52.43193828	0.471495802
DGCR6	59.92221518	1.447413556
DGCR6L	430.6909216	10.37753423
DGCR8	1114.178689	7.300343413
DGCR9	1.872569224	0.022653311
DGKA	3687.088803	39.74712033
DGKB	0	0
DGKD	1447.496011	6.782987359
DGKE	492.485706	1.854329496
DGKG	5.617707673	0.028766488
DGKH	440.0537677	3.106356528
DGKI	0	0
DGKK	1.872569224	0.014054252
DGKQ	968.118289	6.11952236
DGKZ	1777.068194	14.33595405
DGUOK	1810.77444	52.56509478
DHCR24	24210.4475	165.3082939
DHCR7	10688.62513	118.0346051
DHDDS	1099.198135	9.830087228
DHDH	11.23541535	0.305503315
DHFR	1359.485257	10.15120885
DHFRL1	228.4534454	1.675645209
DHH	0	0
DHODH	713.4488745	8.616633828
DHPS	3454.890219	82.59844239
DHRS1	1357.612688	27.02569375
DHRS11	404.4749525	7.424249014
DHRS12	99.2461689	1.768340422
DHRS13	456.9068908	6.964072441
DHRS2	52.43193828	0.915505301
DHRS3	2428.722284	39.40364788
DHRS4	209.7277531	4.822622413
DHRS4L1	9.362846122	0.220682379
DHRS4L2	250.9242761	5.211808335
DHRS7	2698.372252	57.06098453
DHRS7B	881.9801047	14.04399073
DHRS7C	0	0
DHRS9	11.23541535	0.1799345
DHRSX	0	0
DHTKD1	2481.154222	13.9906833
DHX15	10521.96647	102.3910496
DHX16	2200.268839	20.5945464
DHX29	2187.160854	14.36621438
DHX30	5157.055644	36.92148745
DHX32	1911.893178	18.25220019
DHX33	3168.387128	16.74396997
DHX34	2277.044177	15.26913286
DHX35	930.6669046	8.235906495
DHX36	3072.886097	25.17201636
DHX37	2805.108698	18.10748673
DHX38	2509.242761	16.55252433
DHX40	1138.522088	9.408188117
DHX57	943.7748891	5.740738823
DHX58	7.490276898	0.084033951
DHX8	2280.789315	15.94600043
DHX9	12881.4037	82.20689635
DIABLO	1385.701226	18.76076455
DIAPH1	19493.44563	99.02101628
DIAPH2	876.362397	5.875932436
DIAPH3	3739.520741	29.19169516
DICER1	1717.145979	4.919673371
DICER1-AS1	29.96110759	1.095070707
DIDO1	3482.978757	13.37465796
DIEXF	2788.255575	9.608933693
DIMT1	2735.823637	51.7119233
DIO1	0	0
DIO2	3.745138449	0.017737624
DIO3	0	0
DIO3OS	0	0
DIP2A	1329.524149	12.84367064
DIP2B	2348.201807	7.90308945
DIP2C	26.21596914	0.097415868
DIRAS1	5.617707673	0.048308386
DIRAS2	0	0
DIRAS3	0	0
DIRC1	0	0
DIRC2	707.8311668	6.211227559
DIRC3	0	0
DIS3	4524.127246	17.43457188
DIS3L	2865.030913	22.56119535
DIS3L2	908.1960739	7.619152632
DISC1	3.745138449	0.04103947
DISC2	0	0
DISP1	219.0905993	1.302026034
DISP2	99.2461689	0.576892904
DIXDC1	2063.571285	10.67735169
DKC1	6731.886362	76.95944838
DKFZP434A062	0	0
DKFZP434H168	0	0
DKFZP434I0714	39.32395371	0.382923295
DKFZP434K028	0	0.235132466
DKFZP434L187	0	0
DKFZP564C196	44.94166139	0
DKFZP586I1420	112.3541535	0
DKFZP686I15217	9.362846122	0
DKFZp434J0226	13.10798457	0.53590945
DKFZp434L192	0	0
DKFZp451B082	0	1.195738195
DKFZp566F0947	0	0
DKFZp686D0853	0	0.124908847
DKFZp686K1684	0	0
DKFZp686O1327	0	0
DKFZp779M0652	0	0
DKK1	2428.722284	39.38176912
DKK2	0	0
DKK3	3.745138449	0.039945284
DKK4	0	0
DKKL1	0	0
DLAT	9516.396799	64.15273426
DLC1	271.5225375	1.343727935
DLD	8207.470911	67.23275301
DLEC1	1.872569224	0.009914803
DLEU1	1076.727304	36.05955129
DLEU2	168.5312302	1.785149949
DLEU2L	18.72569224	0.330223994
DLEU7	1.872569224	0.046421981
DLG1	3659.000265	21.77596751
DLG2	7.490276898	0.028415221
DLG3	741.5374129	4.27801205
DLG4	69.28506131	0.523844261
DLG5	7992.12545	31.34093981
DLGAP1	0	0
DLGAP2	0	0
DLGAP3	1.872569224	0.015287977
DLGAP4	3082.248943	23.74351458
DLGAP5	4033.514109	39.01679074
DLK1	0	0
DLK2	756.5179667	14.76789956
DLL1	52.43193828	0.464135379
DLL3	7.490276898	0.099157014
DLL4	1.872569224	0.016041389
DLST	6353.627379	66.8756612
DLX1	117.9718611	1.511366916
DLX2	119.8444304	1.521010856
DLX3	1.872569224	0.021040821
DLX4	22.47083069	0.348312697
DLX5	0	0
DLX6	0	0
DLX6-AS1	0	0
DMAP1	541.1725059	10.04065565
DMBT1	370.7687064	1.423941149
DMBX1	0	0
DMC1	22.47083069	0.291007149
DMD	823.9304588	3.28528688
DMGDH	0	0
DMKN	4237.624155	84.27127438
DMP1	0	0
DMPK	288.3756606	2.962710427
DMRT1	0	0
DMRT2	0	0
DMRT3	0	0
DMRTA1	14.9805538	0.190209021
DMRTA2	0	0
DMRTB1	0	0
DMRTC1	0	0
DMRTC1B	0	0
DMRTC2	0	0
DMTF1	814.5676126	6.014668936
DMWD	1187.208888	10.49662405
DMXL1	1239.640827	3.252608432
DMXL2	855.7641356	2.368150071
DNA2	904.4509354	6.220654764
DNAAF1	1.872569224	0.022559857
DNAAF2	960.6280121	9.71211803
DNAH1	28.08853837	0.062943248
DNAH10	3.745138449	0.008040743
DNAH11	9.362846122	0.019385003
DNAH12	0	0
DNAH14	726.5568591	10.68369398
DNAH17	7.490276898	0.016034333
DNAH2	61.79478441	0.134471541
DNAH3	7.490276898	0.017799689
DNAH5	26.21596914	0.049412115
DNAH6	11.23541535	0.025798912
DNAH7	16.85312302	0.039919364
DNAH8	0	0
DNAH9	9.362846122	0.032525482
DNAI1	0	0
DNAI2	0	0
DNAJA1	7332.981083	140.056786
DNAJA1P5	0	0
DNAJA2	4173.956801	40.10959962
DNAJA3	5318.096597	57.69155473
DNAJA4	7.490276898	0.07195407
DNAJB1	8688.721201	113.7842303
DNAJB11	3117.827759	54.2291129
DNAJB12	2441.830269	18.91244181
DNAJB13	0	0
DNAJB14	764.0082436	8.089745511
DNAJB2	573.0061827	6.588046689
DNAJB3	0	0
DNAJB4	509.3388291	6.65816715
DNAJB5	430.6909216	4.86371674
DNAJB6	3072.886097	44.67923242
DNAJB7	0	0
DNAJB8	0	0
DNAJB8-AS1	0	0
DNAJB9	406.3475217	4.681130286
DNAJC1	1421.280041	19.96439919
DNAJC10	5147.692798	36.05884429
DNAJC11	3187.11282	28.40220599
DNAJC12	3.745138449	0.110196662
DNAJC13	2488.644499	9.701840764
DNAJC14	1468.094272	12.90192996
DNAJC15	3533.538127	37.25298603
DNAJC16	505.5936906	2.456734647
DNAJC17	494.3582753	14.3365091
DNAJC18	284.6305221	1.631749941
DNAJC19	685.3603362	14.50343782
DNAJC2	1968.070255	27.15522475
DNAJC21	2095.404962	9.985740788
DNAJC22	28.08853837	0.449712939
DNAJC24	646.0363824	6.299284552
DNAJC25	350.170445	4.292177323
DNAJC25-GNG10	0	0
DNAJC27	69.28506131	0.412507331
DNAJC27-AS1	3.745138449	0.023414726
DNAJC28	11.23541535	0.186585477
DNAJC3	3911.79711	20.47627893
DNAJC30	499.9759829	5.764279489
DNAJC4	477.5051522	10.91134493
DNAJC5	5580.256289	30.81724251
DNAJC5B	0	0
DNAJC5G	0	0
DNAJC6	215.3454608	1.097327821
DNAJC7	2825.70696	41.76103542
DNAJC8	3082.248943	51.28869731
DNAJC9	2080.424408	42.4267729
DNAL1	258.414553	0.883825367
DNAL4	396.9846756	7.81742401
DNALI1	3.745138449	0.041381077
DNASE1	52.43193828	0.495688772
DNASE1L1	1155.375211	11.75839089
DNASE1L2	7.490276898	0.165838039
DNASE1L3	3.745138449	0.106859
DNASE2	1756.469933	25.62168713
DNASE2B	0	0
DND1	292.120799	5.335131066
DNER	2063.571285	18.49124669
DNHD1	198.4923378	0.642997216
DNLZ	307.1013528	12.43877299
DNM1	59.92221518	0.544807905
DNM1L	5906.083334	38.20083824
DNM1P35	1.872569224	0.015365297
DNM1P41	5.617707673	0.036924439
DNM1P46	0	0
DNM2	6836.750239	54.82022957
DNM3	76.7753382	0.294333946
DNM3OS	0	0
DNMBP	893.2155201	4.08660341
DNMBP-AS1	0	0
DNMT1	10239.20852	56.04312452
DNMT3A	243.4339992	1.802043636
DNMT3B	93.62846122	0.658856547
DNMT3L	0	0
DNPEP	2451.193115	29.54304057
DNTT	0	0
DNTTIP1	1323.906442	30.27592878
DNTTIP2	3593.460342	38.65218943
DOC2A	1.872569224	0.026610751
DOC2B	0	0
DOC2GP	0	0
DOCK1	2574.782684	11.22436236
DOCK10	31.83367682	0.126053775
DOCK11	516.829106	2.292040362
DOCK2	5.617707673	0.027139004
DOCK3	29.96110759	0.100547172
DOCK4	872.6172586	3.076201538
DOCK5	2870.648621	11.17316383
DOCK6	1243.385965	5.716451832
DOCK7	2327.603546	9.706350297
DOCK8	170.4037994	0.692120098
DOCK9	3005.473605	15.22587821
DOHH	1400.68178	21.72879144
DOK1	74.90276898	1.036929954
DOK2	0	0
DOK3	22.47083069	0.311595974
DOK4	277.1402452	2.952715734
DOK5	0	0
DOK6	1.872569224	0.006152688
DOK7	99.2461689	1.135034248
DOLK	666.6346439	8.836991948
DOLPP1	612.3301364	8.499061574
DOM3Z	494.3582753	9.119939776
DONSON	861.3818433	11.64589953
DOPEY1	632.9283979	2.328197705
DOPEY2	361.4058603	1.381081266
DOT1L	3511.067296	13.84105699
DPAGT1	3363.134327	46.04520759
DPCD	468.1423061	17.23994118
DPCR1	5.617707673	0.031059311
DPEP1	7.490276898	0.130125148
DPEP2	1.872569224	0.032205591
DPEP3	0	0
DPF1	104.8638766	1.336693685
DPF2	2376.290346	27.54878268
DPF3	9.362846122	0.120877749
DPH1	1174.100904	15.71381924
DPH2	2717.097945	36.91466414
DPH3	960.6280121	6.96980197
DPH3P1	80.52047665	2.20380414
DPH5	1307.053319	21.43188951
DPM1	2896.86459	81.5008088
DPM2	1314.543596	24.89554837
DPM3	556.1530597	36.13230867
DPP10	0	0
DPP3	5074.662598	48.39862939
DPP4	0	0
DPP6	1.872569224	0.012136062
DPP7	3316.320097	60.37861625
DPP8	863.2544125	6.206259988
DPP9	7022.134592	48.285637
DPPA2	0	0
DPPA3	0	0
DPPA4	0	0
DPPA5	0	0
DPRX	0	0
DPRXP4	0	0
DPT	0	0
DPY19L1	2323.858408	14.01284347
DPY19L1P1	127.3347073	1.97377195
DPY19L2	0	0
DPY19L2P1	0	0
DPY19L2P2	63.66735363	0.464069182
DPY19L2P3	14.9805538	0.314169298
DPY19L2P4	0	0
DPY19L3	928.7943353	4.523650157
DPY19L4	2014.884486	9.467604269
DPY30	1383.828657	50.83306169
DPYD	850.1464279	7.999688228
DPYS	0	0
DPYSL2	4177.70194	26.48197166
DPYSL3	63.66735363	0.354083637
DPYSL4	3.745138449	0.040432601
DPYSL5	0	0
DQX1	52.43193828	0.583975063
DR1	3825.658926	34.85854785
DRAM1	513.0839675	4.237476131
DRAM2	1269.601934	19.75305985
DRAP1	7877.898727	230.5212305
DRD1	0	0
DRD2	33.70624604	0.371726466
DRD3	0	0
DRD4	5.617707673	0.120806539
DRD5	0	0
DRG1	2750.804191	55.74767678
DRG2	1411.917195	20.78254055
DRGX	0	0
DROSHA	3301.339543	17.95842781
DRP2	1.872569224	0.007864398
DSC1	0	0
DSC2	2233.975085	12.53276659
DSC3	6769.337746	28.4851027
DSCAM	48.68679984	0.200934487
DSCAM-AS1	0	0
DSCAML1	0	0
DSCC1	2286.407023	29.54446862
DSCR10	0	0
DSCR3	1610.409533	14.50175157
DSCR4	0	0
DSCR6	1.872569224	0.024522463
DSCR8	0	0
DSCR9	5.617707673	0.099972748
DSE	3893.071418	28.30933995
DSEL	468.1423061	1.473356327
DSG1	59.92221518	0.322210088
DSG2	11548.13441	59.81606442
DSG3	10462.04426	55.19884679
DSG4	7.490276898	0.060879592
DSN1	1505.545656	19.64558316
DSP	37636.76884	124.7931527
DSPP	0	0
DST	19180.72657	43.87744101
DSTN	18671.38774	325.4342385
DSTNP2	44.94166139	1.188806379
DSTYK	1674.076887	6.244536151
DTD1	4026.023833	86.38717919
DTHD1	0	0
DTL	3245.162466	21.55316509
DTNA	0	0
DTNB	516.829106	6.440403579
DTNBP1	477.5051522	7.162146289
DTWD1	544.9176443	5.936714116
DTWD2	391.3669679	2.300560492
DTX1	0	0
DTX2	1297.690473	14.54212193
DTX2P1-UPK3BP1-PMS2P11	194.7471993	3.249856981
DTX3	18.72569224	0.270450512
DTX3L	734.047136	3.720332632
DTX4	2007.394209	10.13176982
DTYMK	3175.877405	81.93102337
DUOX1	1258.366519	6.62550848
DUOX2	13.10798457	0.060645699
DUOXA1	52.43193828	0.819690908
DUOXA2	0	0
DUPD1	0	0
DUS1L	3720.795049	58.73474629
DUS2L	814.5676126	12.46098253
DUS3L	2814.471544	47.35908696
DUS4L	514.9565367	6.707582825
DUSP1	4728.237292	68.35636679
DUSP10	204.1100455	2.657456613
DUSP11	1481.202257	26.53736742
DUSP12	1232.15055	28.94834391
DUSP13	0	0
DUSP14	1542.997041	29.94054285
DUSP15	0	0
DUSP16	958.7554429	4.440724478
DUSP18	140.4426918	1.673350472
DUSP19	24.34339992	0.134513948
DUSP2	176.0215071	3.057940977
DUSP21	0	0
DUSP22	818.3127511	16.22361563
DUSP23	1460.603995	62.54306873
