"","gene","cell_line","rna_counts"
"343","CDCA8","TCGA.BH.A0GZ.01A.11R.A056.07",3.09913401723186
"344","CDCA8","TCGA.D8.A1JG.01B.11R.A13Q.07",5.53866529581603
"345","CDCA8","TCGA.A7.A13G.01B.04R.A22O.07",3.4943548011012
"346","CDCA8","TCGA.B6.A400.01A.11R.A239.07",6.15212946829022
"347","CDCA8","TCGA.MS.A51U.01A.31R.A266.07",3.13844554777131
"348","CDCA8","TCGA.BH.A0EB.01A.11R.A034.07",3.53568366718272
"349","CDCA8","TCGA.AR.A2LR.01A.12R.A18M.07",6.64997987800607
"350","CDCA8","TCGA.BH.A0AZ.01A.21R.A12P.07",3.33475028009022
"351","CDCA8","TCGA.BH.A18K.01A.11R.A12D.07",4.66528508859788
"352","CDCA8","TCGA.AO.A0J7.01A.11R.A034.07",5.00865491656425
"353","CDCA8","TCGA.A2.A0YH.01A.11R.A109.07",4.68229120621578
"354","CDCA8","TCGA.BH.A42V.01A.11R.A24H.07",2.81098961574728
"355","CDCA8","TCGA.AR.A5QN.01A.12R.A28M.07",3.05554626405148
"356","CDCA8","TCGA.B6.A0X1.01A.11R.A109.07",7.01561108759128
"357","CDCA8","TCGA.S3.A6ZG.01A.22R.A32P.07",4.85656989606644
"358","CDCA8","TCGA.A8.A085.01A.11R.A00Z.07",4.5639367757163
"359","CDCA8","TCGA.D8.A1J9.01A.11R.A13Q.07",4.46681271288555
"360","CDCA8","TCGA.A7.A0DC.01B.04R.A22O.07",2.94239084520605
"361","CDCA8","TCGA.AR.A24S.01A.11R.A169.07",5.5806499454157
"362","CDCA8","TCGA.BH.A0BA.01A.11R.A056.07",4.3016577697261
"363","CDCA8","TCGA.A2.A0YM.01A.11R.A109.07",6.11690653356601
"364","CDCA8","TCGA.D8.A27N.01A.11R.A16F.07",4.57701601546139
"365","CDCA8","TCGA.EW.A1PH.01A.11R.A14M.07",5.82143785544278
"366","CDCA8","TCGA.EW.A1OZ.01A.11R.A144.07",4.12778007154257
"367","CDCA8","TCGA.AO.A12G.01A.11R.A10J.07",3.87551040032434
"368","CDCA8","TCGA.AR.A1AK.01A.21R.A12P.07",4.31747459745744
"369","CDCA8","TCGA.AC.A5EH.01A.11R.A28M.07",4.42219550342812
"370","CDCA8","TCGA.D8.A27I.01A.11R.A16F.07",3.55147463129804
"371","CDCA8","TCGA.D8.A1JP.01A.11R.A13Q.07",4.84842904176801
"372","CDCA8","TCGA.E2.A14R.01A.11R.A115.07",6.31007066314614
"373","CDCA8","TCGA.A2.A0SW.01A.11R.A084.07",5.54876331238141
"374","CDCA8","TCGA.AQ.A0Y5.01A.11R.A14M.07",2.45488841014069
"375","CDCA8","TCGA.AO.A125.01A.11R.A10J.07",3.29549514546564
"376","CDCA8","TCGA.A2.A0T2.01A.11R.A084.07",4.88044853354897
"377","CDCA8","TCGA.A2.A1FW.01A.11R.A13Q.07",4.90648992875862
"378","CDCA8","TCGA.B6.A0I9.01A.11R.A034.07",4.79013272676814
"379","CDCA8","TCGA.GM.A2DK.01A.21R.A180.07",4.22054289692825
"380","CDCA8","TCGA.E2.A159.01A.11R.A115.07",6.0670202228144
"381","CDCA8","TCGA.A8.A084.01A.21R.A00Z.07",4.67417892113406
"382","CDCA8","TCGA.BH.A42U.01A.12R.A24H.07",2.04190015677261
"383","CDCA8","TCGA.D8.A1JH.01A.11R.A13Q.07",3.41035935909113
"384","CDCA8","TCGA.E2.A14P.01A.31R.A12D.07",6.46035717416714
"385","CDCA8","TCGA.E2.A1L7.01A.11R.A144.07",7.09695914880801
"386","CDCA8","TCGA.E2.A1IL.01A.11R.A14D.07",3.79643783372485
"387","CDCA8","TCGA.BH.A6R8.01A.21R.A33J.07",3.52567307610944
"388","CDCA8","TCGA.A7.A4SD.01A.11R.A266.07",5.88210569532359
"389","CDCA8","TCGA.A8.A083.01A.21R.A00Z.07",2.73918346161645
"390","CDCA8","TCGA.B6.A0I5.01A.11R.A034.07",3.55417651507228
"391","CDCA8","TCGA.D8.A1JA.01A.11R.A13Q.07",4.97872495709134
"392","CDCA8","TCGA.A2.A0D0.01A.11R.A00Z.07",6.51621239959444
"393","CDCA8","TCGA.A8.A07B.01A.11R.A00Z.07",4.71293022606872
"394","CDCA8","TCGA.C8.A275.01A.21R.A16F.07",5.75305393140869
"395","CDCA8","TCGA.AO.A1KQ.01A.11R.A13Q.07",5.1855023832703
"396","CDCA8","TCGA.E9.A5UP.01A.11R.A28M.07",2.24787967104213
"397","CDCA8","TCGA.AR.A24T.01A.11R.A169.07",2.44144012815016
"398","CDCA8","TCGA.D8.A1XB.01A.11R.A14D.07",3.88433698274992
"399","CDCA8","TCGA.E9.A245.01A.22R.A16F.07",3.9202392555846
"400","CDCA8","TCGA.WT.AB44.01A.11R.A41B.07",2.05624804997554
"401","GSG2","TCGA.E9.A1NI.01A.11R.A14D.07",1.95434032859887
"402","GSG2","TCGA.E2.A1LK.01A.21R.A14D.07",2.47197690199056
"403","GSG2","TCGA.BH.A0B2.01A.11R.A10J.07",1.34309219422692
"404","GSG2","TCGA.E2.A107.01A.11R.A10J.07",2.51503517827625
"405","GSG2","TCGA.LL.A5YN.01A.11R.A28M.07",1.21431778579198
"406","GSG2","TCGA.BH.A0DQ.01A.11R.A084.07",2.1243735230889
"407","GSG2","TCGA.D8.A73X.01A.11R.A32P.07",1.35468789841328
"408","GSG2","TCGA.AR.A0TP.01A.11R.A084.07",2.1790427953478
"409","GSG2","TCGA.E2.A1IF.01A.11R.A144.07",1.33698467345393
"410","GSG2","TCGA.EW.A6SD.01A.12R.A33J.07",1.90057106368868
"411","GSG2","TCGA.AO.A03T.01A.21R.A034.07",1.04009485415527
"412","GSG2","TCGA.OL.A5D8.01A.11R.A27Q.07",0.956837273830326
"413","GSG2","TCGA.AR.A24X.01A.11R.A169.07",1.70649899970581
"414","GSG2","TCGA.B6.A0WV.01A.11R.A109.07",2.22828805546474
"415","GSG2","TCGA.A8.A09W.01A.11R.A00Z.07",2.89608986807915
"416","GSG2","TCGA.C8.A8HQ.01A.11R.A36F.07",2.42637889471311
"417","GSG2","TCGA.B6.A0RU.01A.11R.A084.07",2.90743801328725
"418","GSG2","TCGA.A8.A09E.01A.11R.A00Z.07",2.71944025445353
"419","GSG2","TCGA.A7.A6VX.01A.12R.A33J.07",1.4826998947078
"420","GSG2","TCGA.E2.A14O.01A.31R.A115.07",1.20988102776115
"421","GSG2","TCGA.A2.A1G6.01A.11R.A13Q.07",0.680890874566481
"422","GSG2","TCGA.E2.A1LA.01A.11R.A144.07",1.60016188712157
"423","GSG2","TCGA.BH.A0GZ.01A.11R.A056.07",1.27831715814865
"424","GSG2","TCGA.D8.A1JG.01B.11R.A13Q.07",2.78869066423671
"425","GSG2","TCGA.A7.A13G.01B.04R.A22O.07",2.1086079361899
"426","GSG2","TCGA.B6.A400.01A.11R.A239.07",2.49323638481436
"427","GSG2","TCGA.MS.A51U.01A.31R.A266.07",1.26229202415433
"428","GSG2","TCGA.BH.A0EB.01A.11R.A034.07",1.20834215213169
"429","GSG2","TCGA.AR.A2LR.01A.12R.A18M.07",2.8393456918595
"430","GSG2","TCGA.BH.A0AZ.01A.21R.A12P.07",0.878291283328349
"431","GSG2","TCGA.BH.A18K.01A.11R.A12D.07",1.88888005668398
"432","GSG2","TCGA.AO.A0J7.01A.11R.A034.07",2.99707646722041
"433","GSG2","TCGA.A2.A0YH.01A.11R.A109.07",2.2595532590093
"434","GSG2","TCGA.BH.A42V.01A.11R.A24H.07",2.5144717847139
"435","GSG2","TCGA.AR.A5QN.01A.12R.A28M.07",1.92925034534037
"436","GSG2","TCGA.B6.A0X1.01A.11R.A109.07",3.61529164489552
"437","GSG2","TCGA.S3.A6ZG.01A.22R.A32P.07",2.5413880291714
"438","GSG2","TCGA.A8.A085.01A.11R.A00Z.07",1.88324020123265
"439","GSG2","TCGA.D8.A1J9.01A.11R.A13Q.07",1.89999519427381
"440","GSG2","TCGA.A7.A0DC.01B.04R.A22O.07",2.40352859273768
"441","GSG2","TCGA.AR.A24S.01A.11R.A169.07",2.10944430633387
"442","GSG2","TCGA.BH.A0BA.01A.11R.A056.07",2.07340541130081
"443","GSG2","TCGA.A2.A0YM.01A.11R.A109.07",3.61788755662201
"444","GSG2","TCGA.D8.A27N.01A.11R.A16F.07",2.43922455856582
"445","GSG2","TCGA.EW.A1PH.01A.11R.A14M.07",3.10784237184927
"446","GSG2","TCGA.EW.A1OZ.01A.11R.A144.07",2.18352625411661
"447","GSG2","TCGA.AO.A12G.01A.11R.A10J.07",0.756522159054716
"448","GSG2","TCGA.AR.A1AK.01A.21R.A12P.07",2.00938476469629
"449","GSG2","TCGA.AC.A5EH.01A.11R.A28M.07",1.52232534601088
"450","GSG2","TCGA.D8.A27I.01A.11R.A16F.07",1.42114437322549
"451","GSG2","TCGA.D8.A1JP.01A.11R.A13Q.07",1.70959539653415
"452","GSG2","TCGA.E2.A14R.01A.11R.A115.07",2.63882839402115
"453","GSG2","TCGA.A2.A0SW.01A.11R.A084.07",2.06079689512488
"454","GSG2","TCGA.AQ.A0Y5.01A.11R.A14M.07",0.957830322907982
"455","GSG2","TCGA.AO.A125.01A.11R.A10J.07",0.847957256389521
"456","GSG2","TCGA.A2.A0T2.01A.11R.A084.07",1.39750779194704
"457","GSG2","TCGA.A2.A1FW.01A.11R.A13Q.07",2.20063641123109
"458","GSG2","TCGA.B6.A0I9.01A.11R.A034.07",2.48737273893917
"459","GSG2","TCGA.GM.A2DK.01A.21R.A180.07",0.603119257111388
"460","GSG2","TCGA.E2.A159.01A.11R.A115.07",2.83851915449276
"461","GSG2","TCGA.A8.A084.01A.21R.A00Z.07",1.92670029626974
"462","GSG2","TCGA.BH.A42U.01A.12R.A24H.07",0.525351184739682
"463","GSG2","TCGA.D8.A1JH.01A.11R.A13Q.07",1.3842258806599
"464","GSG2","TCGA.E2.A14P.01A.31R.A12D.07",2.68252093720766
"465","GSG2","TCGA.E2.A1L7.01A.11R.A144.07",2.55891253237403
"466","GSG2","TCGA.E2.A1IL.01A.11R.A14D.07",1.35256183938795
"467","GSG2","TCGA.BH.A6R8.01A.21R.A33J.07",0.901204656564582
"468","GSG2","TCGA.A7.A4SD.01A.11R.A266.07",3.20614246476673
"469","GSG2","TCGA.A8.A083.01A.21R.A00Z.07",0.596699403293602
"470","GSG2","TCGA.B6.A0I5.01A.11R.A034.07",0.713238881928147
"471","GSG2","TCGA.D8.A1JA.01A.11R.A13Q.07",1.57489086862538
"472","GSG2","TCGA.A2.A0D0.01A.11R.A00Z.07",2.94197679929764
"473","GSG2","TCGA.A8.A07B.01A.11R.A00Z.07",3.49037763096856
"474","GSG2","TCGA.C8.A275.01A.21R.A16F.07",3.28127413259712
"475","GSG2","TCGA.AO.A1KQ.01A.11R.A13Q.07",2.36407028588179
"476","GSG2","TCGA.E9.A5UP.01A.11R.A28M.07",0.697327438417331
"477","GSG2","TCGA.AR.A24T.01A.11R.A169.07",1.06592524003732
"478","GSG2","TCGA.D8.A1XB.01A.11R.A14D.07",2.29065343381385
"479","GSG2","TCGA.E9.A245.01A.22R.A16F.07",1.43159061084866
"480","GSG2","TCGA.WT.AB44.01A.11R.A41B.07",0.274241454727397
"481","INCENP","TCGA.E9.A1NI.01A.11R.A14D.07",4.11787698695456
"482","INCENP","TCGA.E2.A1LK.01A.21R.A14D.07",5.25387426218365
"483","INCENP","TCGA.BH.A0B2.01A.11R.A10J.07",3.5722772742943
"484","INCENP","TCGA.E2.A107.01A.11R.A10J.07",4.27917346267439
"485","INCENP","TCGA.LL.A5YN.01A.11R.A28M.07",2.39135828124392
"486","INCENP","TCGA.BH.A0DQ.01A.11R.A084.07",3.90004738336403
"487","INCENP","TCGA.D8.A73X.01A.11R.A32P.07",3.78731477130445
"488","INCENP","TCGA.AR.A0TP.01A.11R.A084.07",5.27437320503226
"489","INCENP","TCGA.E2.A1IF.01A.11R.A144.07",3.10193289123506
"490","INCENP","TCGA.EW.A6SD.01A.12R.A33J.07",4.67316245453651
"491","INCENP","TCGA.AO.A03T.01A.21R.A034.07",3.13403953237197
"492","INCENP","TCGA.OL.A5D8.01A.11R.A27Q.07",3.96195083422082
"493","INCENP","TCGA.AR.A24X.01A.11R.A169.07",4.00051328955389
"494","INCENP","TCGA.B6.A0WV.01A.11R.A109.07",4.75677789909972
"495","INCENP","TCGA.A8.A09W.01A.11R.A00Z.07",4.96521811349061
"496","INCENP","TCGA.C8.A8HQ.01A.11R.A36F.07",4.17529518847923
"497","INCENP","TCGA.B6.A0RU.01A.11R.A084.07",5.51453945046724
"498","INCENP","TCGA.A8.A09E.01A.11R.A00Z.07",3.10666500180461
"499","INCENP","TCGA.A7.A6VX.01A.12R.A33J.07",3.91602445997429
"500","INCENP","TCGA.E2.A14O.01A.31R.A115.07",2.8857450718151
"501","INCENP","TCGA.A2.A1G6.01A.11R.A13Q.07",3.03763082120131
"502","INCENP","TCGA.E2.A1LA.01A.11R.A144.07",4.39041786487507
"503","INCENP","TCGA.BH.A0GZ.01A.11R.A056.07",2.58475861010739
"504","INCENP","TCGA.D8.A1JG.01B.11R.A13Q.07",4.34155361391735
"505","INCENP","TCGA.A7.A13G.01B.04R.A22O.07",3.95114199861823
"506","INCENP","TCGA.B6.A400.01A.11R.A239.07",5.39544649139057
"507","INCENP","TCGA.MS.A51U.01A.31R.A266.07",3.79444740366189
"508","INCENP","TCGA.BH.A0EB.01A.11R.A034.07",3.38022967084768
"509","INCENP","TCGA.AR.A2LR.01A.12R.A18M.07",5.33708089149272
"510","INCENP","TCGA.BH.A0AZ.01A.21R.A12P.07",3.12874410706684
"511","INCENP","TCGA.BH.A18K.01A.11R.A12D.07",3.53571145503045
"512","INCENP","TCGA.AO.A0J7.01A.11R.A034.07",3.7662519751554
"513","INCENP","TCGA.A2.A0YH.01A.11R.A109.07",4.32131495611699
"514","INCENP","TCGA.BH.A42V.01A.11R.A24H.07",3.16355572331619
"515","INCENP","TCGA.AR.A5QN.01A.12R.A28M.07",3.53217345732756
"516","INCENP","TCGA.B6.A0X1.01A.11R.A109.07",4.97005987093783
"517","INCENP","TCGA.S3.A6ZG.01A.22R.A32P.07",4.10459997955825
"518","INCENP","TCGA.A8.A085.01A.11R.A00Z.07",4.71735988419412
"519","INCENP","TCGA.D8.A1J9.01A.11R.A13Q.07",4.22731054176485
"520","INCENP","TCGA.A7.A0DC.01B.04R.A22O.07",4.41274673742125
"521","INCENP","TCGA.AR.A24S.01A.11R.A169.07",4.72864589053256
"522","INCENP","TCGA.BH.A0BA.01A.11R.A056.07",3.67055360748319
"523","INCENP","TCGA.A2.A0YM.01A.11R.A109.07",5.72071680677604
"524","INCENP","TCGA.D8.A27N.01A.11R.A16F.07",4.67506789213469
"525","INCENP","TCGA.EW.A1PH.01A.11R.A14M.07",4.4658582381033
"526","INCENP","TCGA.EW.A1OZ.01A.11R.A144.07",4.07467907363192
"527","INCENP","TCGA.AO.A12G.01A.11R.A10J.07",3.83400999900281
"528","INCENP","TCGA.AR.A1AK.01A.21R.A12P.07",4.07598266742098
"529","INCENP","TCGA.AC.A5EH.01A.11R.A28M.07",4.11947733771092
"530","INCENP","TCGA.D8.A27I.01A.11R.A16F.07",3.91586566034107
"531","INCENP","TCGA.D8.A1JP.01A.11R.A13Q.07",3.83255172634799
"532","INCENP","TCGA.E2.A14R.01A.11R.A115.07",4.04429118364632
"533","INCENP","TCGA.A2.A0SW.01A.11R.A084.07",4.40896681383067
"534","INCENP","TCGA.AQ.A0Y5.01A.11R.A14M.07",3.3796135943687
"535","INCENP","TCGA.AO.A125.01A.11R.A10J.07",2.91632789971066
"536","INCENP","TCGA.A2.A0T2.01A.11R.A084.07",3.13069980275687
"537","INCENP","TCGA.A2.A1FW.01A.11R.A13Q.07",4.20256578277769
"538","INCENP","TCGA.B6.A0I9.01A.11R.A034.07",4.51403317480024
"539","INCENP","TCGA.GM.A2DK.01A.21R.A180.07",2.87775825787868
"540","INCENP","TCGA.E2.A159.01A.11R.A115.07",4.93582016928019
"541","INCENP","TCGA.A8.A084.01A.21R.A00Z.07",4.24600474549996
"542","INCENP","TCGA.BH.A42U.01A.12R.A24H.07",2.53622989887866
"543","INCENP","TCGA.D8.A1JH.01A.11R.A13Q.07",3.93575015092508
"544","INCENP","TCGA.E2.A14P.01A.31R.A12D.07",5.48112272982853
"545","INCENP","TCGA.E2.A1L7.01A.11R.A144.07",5.22922483842431
"546","INCENP","TCGA.E2.A1IL.01A.11R.A14D.07",4.06319151917112
"547","INCENP","TCGA.BH.A6R8.01A.21R.A33J.07",3.18860403386829
"548","INCENP","TCGA.A7.A4SD.01A.11R.A266.07",4.9648182071893
"549","INCENP","TCGA.A8.A083.01A.21R.A00Z.07",3.27114272705349
"550","INCENP","TCGA.B6.A0I5.01A.11R.A034.07",2.16116107213452
"551","INCENP","TCGA.D8.A1JA.01A.11R.A13Q.07",3.37922615069252
"552","INCENP","TCGA.A2.A0D0.01A.11R.A00Z.07",4.97956610581634
"553","INCENP","TCGA.A8.A07B.01A.11R.A00Z.07",3.75917037628561
"554","INCENP","TCGA.C8.A275.01A.21R.A16F.07",4.70002928162675
"555","INCENP","TCGA.AO.A1KQ.01A.11R.A13Q.07",3.74940829441772
"556","INCENP","TCGA.E9.A5UP.01A.11R.A28M.07",3.11625355571514
"557","INCENP","TCGA.AR.A24T.01A.11R.A169.07",3.50272750839153
"558","INCENP","TCGA.D8.A1XB.01A.11R.A14D.07",4.2738141287728
"559","INCENP","TCGA.E9.A245.01A.22R.A16F.07",3.6173440567185
"560","INCENP","TCGA.WT.AB44.01A.11R.A41B.07",1.31762711693532
"561","KAT5","TCGA.E9.A1NI.01A.11R.A14D.07",5.34817512366442
"562","KAT5","TCGA.E2.A1LK.01A.21R.A14D.07",5.84735743534046
"563","KAT5","TCGA.BH.A0B2.01A.11R.A10J.07",5.12005365870293
"564","KAT5","TCGA.E2.A107.01A.11R.A10J.07",5.37163590308552
"565","KAT5","TCGA.LL.A5YN.01A.11R.A28M.07",4.87339930526166
"566","KAT5","TCGA.BH.A0DQ.01A.11R.A084.07",5.44804903558664
"567","KAT5","TCGA.D8.A73X.01A.11R.A32P.07",5.38055356412139
"568","KAT5","TCGA.AR.A0TP.01A.11R.A084.07",5.03076080878459
"569","KAT5","TCGA.E2.A1IF.01A.11R.A144.07",4.79648211762721
"570","KAT5","TCGA.EW.A6SD.01A.12R.A33J.07",4.91456354766453
"571","KAT5","TCGA.AO.A03T.01A.21R.A034.07",4.52491601555631
"572","KAT5","TCGA.OL.A5D8.01A.11R.A27Q.07",5.80464307872594
"573","KAT5","TCGA.AR.A24X.01A.11R.A169.07",5.34781905815015
"574","KAT5","TCGA.B6.A0WV.01A.11R.A109.07",5.30885344839382
"575","KAT5","TCGA.A8.A09W.01A.11R.A00Z.07",5.09698526469864
"576","KAT5","TCGA.C8.A8HQ.01A.11R.A36F.07",5.50376865417575
"577","KAT5","TCGA.B6.A0RU.01A.11R.A084.07",4.80565446015128
"578","KAT5","TCGA.A8.A09E.01A.11R.A00Z.07",3.62026428362187
"579","KAT5","TCGA.A7.A6VX.01A.12R.A33J.07",4.97036862392855
"580","KAT5","TCGA.E2.A14O.01A.31R.A115.07",4.35942908580483
"581","KAT5","TCGA.A2.A1G6.01A.11R.A13Q.07",5.6694884321761
"582","KAT5","TCGA.E2.A1LA.01A.11R.A144.07",5.49229610536758
"583","KAT5","TCGA.BH.A0GZ.01A.11R.A056.07",5.00278909226412
"584","KAT5","TCGA.D8.A1JG.01B.11R.A13Q.07",4.62949993121073
"585","KAT5","TCGA.A7.A13G.01B.04R.A22O.07",5.11378794615101
"586","KAT5","TCGA.B6.A400.01A.11R.A239.07",5.26994494645497
"587","KAT5","TCGA.MS.A51U.01A.31R.A266.07",5.47242579792412
"588","KAT5","TCGA.BH.A0EB.01A.11R.A034.07",5.35862292545095
"589","KAT5","TCGA.AR.A2LR.01A.12R.A18M.07",5.23297437851234
"590","KAT5","TCGA.BH.A0AZ.01A.21R.A12P.07",5.17779489169854
"591","KAT5","TCGA.BH.A18K.01A.11R.A12D.07",4.75317378097781
"592","KAT5","TCGA.AO.A0J7.01A.11R.A034.07",4.82751118304012
"593","KAT5","TCGA.A2.A0YH.01A.11R.A109.07",5.10898651545103
"594","KAT5","TCGA.BH.A42V.01A.11R.A24H.07",5.48411892581659
"595","KAT5","TCGA.AR.A5QN.01A.12R.A28M.07",5.28730902619335
"596","KAT5","TCGA.B6.A0X1.01A.11R.A109.07",5.33745317669678
"597","KAT5","TCGA.S3.A6ZG.01A.22R.A32P.07",5.58097004703763
"598","KAT5","TCGA.A8.A085.01A.11R.A00Z.07",5.60437850254675
"599","KAT5","TCGA.D8.A1J9.01A.11R.A13Q.07",5.32836223018734
"600","KAT5","TCGA.A7.A0DC.01B.04R.A22O.07",4.41086881229699
"601","KAT5","TCGA.AR.A24S.01A.11R.A169.07",5.15362708674879
"602","KAT5","TCGA.BH.A0BA.01A.11R.A056.07",4.90502384918713
"603","KAT5","TCGA.A2.A0YM.01A.11R.A109.07",5.01516356117688
"604","KAT5","TCGA.D8.A27N.01A.11R.A16F.07",5.85647469159723
"605","KAT5","TCGA.EW.A1PH.01A.11R.A14M.07",4.91451099490172
"606","KAT5","TCGA.EW.A1OZ.01A.11R.A144.07",4.7399970511413
"607","KAT5","TCGA.AO.A12G.01A.11R.A10J.07",5.22307526925649
"608","KAT5","TCGA.AR.A1AK.01A.21R.A12P.07",4.9182126950672
"609","KAT5","TCGA.AC.A5EH.01A.11R.A28M.07",5.32112446463937
"610","KAT5","TCGA.D8.A27I.01A.11R.A16F.07",5.19172756530722
"611","KAT5","TCGA.D8.A1JP.01A.11R.A13Q.07",5.15485336011717
"612","KAT5","TCGA.E2.A14R.01A.11R.A115.07",4.63422695886937
"613","KAT5","TCGA.A2.A0SW.01A.11R.A084.07",5.00272838849555
"614","KAT5","TCGA.AQ.A0Y5.01A.11R.A14M.07",5.11580504310891
"615","KAT5","TCGA.AO.A125.01A.11R.A10J.07",5.16561812790898
"616","KAT5","TCGA.A2.A0T2.01A.11R.A084.07",4.5398003184903
"617","KAT5","TCGA.A2.A1FW.01A.11R.A13Q.07",6.85579730082237
"618","KAT5","TCGA.B6.A0I9.01A.11R.A034.07",4.94372357963149
"619","KAT5","TCGA.GM.A2DK.01A.21R.A180.07",4.60099373314777
"620","KAT5","TCGA.E2.A159.01A.11R.A115.07",4.72441036139001
"621","KAT5","TCGA.A8.A084.01A.21R.A00Z.07",5.34574983970255
"622","KAT5","TCGA.BH.A42U.01A.12R.A24H.07",5.23827696883196
"623","KAT5","TCGA.D8.A1JH.01A.11R.A13Q.07",5.58769062609011
"624","KAT5","TCGA.E2.A14P.01A.31R.A12D.07",6.0563286530989
"625","KAT5","TCGA.E2.A1L7.01A.11R.A144.07",5.78784900599244
"626","KAT5","TCGA.E2.A1IL.01A.11R.A14D.07",5.80020296607337
"627","KAT5","TCGA.BH.A6R8.01A.21R.A33J.07",5.35145081892525
"628","KAT5","TCGA.A7.A4SD.01A.11R.A266.07",4.74888714446967
"629","KAT5","TCGA.A8.A083.01A.21R.A00Z.07",5.67421315397494
"630","KAT5","TCGA.B6.A0I5.01A.11R.A034.07",4.56920314336592
"631","KAT5","TCGA.D8.A1JA.01A.11R.A13Q.07",4.58124358280593
"632","KAT5","TCGA.A2.A0D0.01A.11R.A00Z.07",4.6095596597513
"633","KAT5","TCGA.A8.A07B.01A.11R.A00Z.07",4.51085616121522
"634","KAT5","TCGA.C8.A275.01A.21R.A16F.07",4.60268365275272
"635","KAT5","TCGA.AO.A1KQ.01A.11R.A13Q.07",4.99259611096333
"636","KAT5","TCGA.E9.A5UP.01A.11R.A28M.07",5.16266170828336
"637","KAT5","TCGA.AR.A24T.01A.11R.A169.07",5.22875739042574
"638","KAT5","TCGA.D8.A1XB.01A.11R.A14D.07",5.26072596723088
"639","KAT5","TCGA.E9.A245.01A.22R.A16F.07",5.20327123804646
"640","KAT5","TCGA.WT.AB44.01A.11R.A41B.07",3.42194172466656
"641","NDC80","TCGA.E9.A1NI.01A.11R.A14D.07",4.46956610841095
"642","NDC80","TCGA.E2.A1LK.01A.21R.A14D.07",4.72915178838105
"643","NDC80","TCGA.BH.A0B2.01A.11R.A10J.07",3.33386808739435
"644","NDC80","TCGA.E2.A107.01A.11R.A10J.07",4.19318991438722
"645","NDC80","TCGA.LL.A5YN.01A.11R.A28M.07",3.51569316021344
"646","NDC80","TCGA.BH.A0DQ.01A.11R.A084.07",4.43139425615029
"647","NDC80","TCGA.D8.A73X.01A.11R.A32P.07",3.31104219493733
"648","NDC80","TCGA.AR.A0TP.01A.11R.A084.07",5.2042441984866
"649","NDC80","TCGA.E2.A1IF.01A.11R.A144.07",4.00623193558563
"650","NDC80","TCGA.EW.A6SD.01A.12R.A33J.07",3.42004948851846
"651","NDC80","TCGA.AO.A03T.01A.21R.A034.07",4.54669064782667
"652","NDC80","TCGA.OL.A5D8.01A.11R.A27Q.07",3.44152508036643
"653","NDC80","TCGA.AR.A24X.01A.11R.A169.07",3.97596535538066
"654","NDC80","TCGA.B6.A0WV.01A.11R.A109.07",4.22506518805843
"655","NDC80","TCGA.A8.A09W.01A.11R.A00Z.07",5.88855163878831
"656","NDC80","TCGA.C8.A8HQ.01A.11R.A36F.07",5.16435716626248
"657","NDC80","TCGA.B6.A0RU.01A.11R.A084.07",6.89682661760816
"658","NDC80","TCGA.A8.A09E.01A.11R.A00Z.07",4.03753573671979
"659","NDC80","TCGA.A7.A6VX.01A.12R.A33J.07",3.12517734783541
"660","NDC80","TCGA.E2.A14O.01A.31R.A115.07",3.27223231246522
"661","NDC80","TCGA.A2.A1G6.01A.11R.A13Q.07",1.14865168182165
"662","NDC80","TCGA.E2.A1LA.01A.11R.A144.07",4.59734688146381
"663","NDC80","TCGA.BH.A0GZ.01A.11R.A056.07",4.05191276261764
"664","NDC80","TCGA.D8.A1JG.01B.11R.A13Q.07",4.54721130796362
"665","NDC80","TCGA.A7.A13G.01B.04R.A22O.07",2.40759242802878
"666","NDC80","TCGA.B6.A400.01A.11R.A239.07",6.64186991303698
"667","NDC80","TCGA.MS.A51U.01A.31R.A266.07",2.8589332976337
"668","NDC80","TCGA.BH.A0EB.01A.11R.A034.07",3.28014303371933
"669","NDC80","TCGA.AR.A2LR.01A.12R.A18M.07",5.26927767774416
"670","NDC80","TCGA.BH.A0AZ.01A.21R.A12P.07",3.30411188034257
"671","NDC80","TCGA.BH.A18K.01A.11R.A12D.07",3.95732454643131
"672","NDC80","TCGA.AO.A0J7.01A.11R.A034.07",4.13152743581444
"673","NDC80","TCGA.A2.A0YH.01A.11R.A109.07",4.7149701985011
"674","NDC80","TCGA.BH.A42V.01A.11R.A24H.07",2.33967263723247
"675","NDC80","TCGA.AR.A5QN.01A.12R.A28M.07",2.91186346121557
"676","NDC80","TCGA.B6.A0X1.01A.11R.A109.07",5.3866063038297
"677","NDC80","TCGA.S3.A6ZG.01A.22R.A32P.07",4.74221738833155
"678","NDC80","TCGA.A8.A085.01A.11R.A00Z.07",3.9604032113255
"679","NDC80","TCGA.D8.A1J9.01A.11R.A13Q.07",4.15183546693316
"680","NDC80","TCGA.A7.A0DC.01B.04R.A22O.07",2.52117739618311
"681","NDC80","TCGA.AR.A24S.01A.11R.A169.07",5.26051187888093
"682","NDC80","TCGA.BH.A0BA.01A.11R.A056.07",3.43586488051926
"683","NDC80","TCGA.A2.A0YM.01A.11R.A109.07",6.87688439623656
"684","NDC80","TCGA.D8.A27N.01A.11R.A16F.07",4.10186673259222
"685","NDC80","TCGA.EW.A1PH.01A.11R.A14M.07",5.81789724818515
"686","NDC80","TCGA.EW.A1OZ.01A.11R.A144.07",3.7556413397997
